COUNTY_FIPS,STATE,REQUIRED_SPECIALTY,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES
12105,FL,RHEUMATOLOGY,10,1820,34242.0
12107,FL,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1010,8037.0
12107,FL,INTERNAL MEDICINE,16,6455,35396.0
12107,FL,NEUROLOGY,1,564,8345.0
12107,FL,PULMONARY DISEASE,1,572,2485.0
12107,FL,RHEUMATOLOGY,1,403,124554.0
12109,FL,CARDIOVASCULAR DISEASE (CARDIOLOGY),14,18198,42452.0
12109,FL,ENDOCRINOLOGY,1,167,1378.0
12109,FL,HEMATOLOGY/ONCOLOGY,9,4963,921521.0
12109,FL,INTERNAL MEDICINE,37,12809,62466.0
12109,FL,NEUROLOGY,7,2682,91812.0
12109,FL,PSYCHIATRY,9,424,2068.0
12109,FL,PULMONARY DISEASE,5,3106,11260.0
12109,FL,RHEUMATOLOGY,2,423,1082.0
12111,FL,CARDIOVASCULAR DISEASE (CARDIOLOGY),21,26184,108954.0
12111,FL,ENDOCRINOLOGY,5,2120,8524.0
12111,FL,HEMATOLOGY/ONCOLOGY,5,4214,840948.0
12111,FL,INTERNAL MEDICINE,87,19576,186639.0
12111,FL,NEUROLOGY,17,4390,66878.0
12111,FL,PSYCHIATRY,15,1244,6167.0
12111,FL,PULMONARY DISEASE,7,2590,50853.0
12111,FL,RHEUMATOLOGY,4,1852,103816.0
12113,FL,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,2060,3763.0
12113,FL,INTERNAL MEDICINE,11,2411,13664.0
12113,FL,NEUROLOGY,1,456,1416.0
12113,FL,PULMONARY DISEASE,1,18,107.0
12113,FL,RHEUMATOLOGY,2,776,25362.0
12115,FL,CARDIOVASCULAR DISEASE (CARDIOLOGY),42,84462,387848.0
12115,FL,ENDOCRINOLOGY,16,15353,433906.0
12115,FL,HEMATOLOGY/ONCOLOGY,25,24443,7124650.0
12115,FL,INTERNAL MEDICINE,207,104197,958320.0
12115,FL,NEUROLOGY,21,11859,178686.0
12115,FL,PSYCHIATRY,47,4256,21706.0
12115,FL,PULMONARY DISEASE,21,18235,56903.0
12115,FL,RHEUMATOLOGY,15,10959,1823991.0
12117,FL,CARDIOVASCULAR DISEASE (CARDIOLOGY),25,19995,81335.0
12117,FL,ENDOCRINOLOGY,5,1699,21611.0
12117,FL,HEMATOLOGY/ONCOLOGY,10,4129,739878.0
12117,FL,INTERNAL MEDICINE,287,81211,576341.0
12117,FL,NEUROLOGY,43,20295,692110.0
12117,FL,PSYCHIATRY,24,2124,9045.0
12117,FL,PULMONARY DISEASE,4,1082,3058.0
12117,FL,RHEUMATOLOGY,20,5598,1490460.0
12119,FL,CARDIOVASCULAR DISEASE (CARDIOLOGY),11,8512,84472.0
12119,FL,ENDOCRINOLOGY,1,632,1521.0
12119,FL,HEMATOLOGY/ONCOLOGY,3,4116,900422.0
12119,FL,INTERNAL MEDICINE,76,35864,398049.3
12119,FL,NEUROLOGY,11,4697,42961.0
12119,FL,PSYCHIATRY,2,715,4838.0
12119,FL,RHEUMATOLOGY,6,2925,579784.0
12121,FL,INTERNAL MEDICINE,4,1680,8976.0
12123,FL,INTERNAL MEDICINE,1,660,22241.0
12127,FL,CARDIOVASCULAR DISEASE (CARDIOLOGY),35,42793,198413.0
12127,FL,ENDOCRINOLOGY,7,1977,8894.0
12127,FL,HEMATOLOGY/ONCOLOGY,24,8702,2034902.0
12127,FL,INTERNAL MEDICINE,140,35405,363281.5
12127,FL,NEUROLOGY,16,4479,25203.5
12127,FL,PSYCHIATRY,22,1950,11130.0
12127,FL,PULMONARY DISEASE,23,16920,221893.4
12127,FL,RHEUMATOLOGY,4,1744,1257563.0
12131,FL,ENDOCRINOLOGY,1,141,1476.0
12131,FL,HEMATOLOGY/ONCOLOGY,2,470,1397.0
12131,FL,INTERNAL MEDICINE,6,1826,5077.0
12131,FL,NEUROLOGY,2,98,35822.0
12131,FL,PSYCHIATRY,2,51,237.0
12131,FL,RHEUMATOLOGY,2,573,1363.0
12133,FL,INTERNAL MEDICINE,1,74,231.0
13001,GA,INTERNAL MEDICINE,1,17,29.0
13001,GA,PSYCHIATRY,1,270,1397.0
13003,GA,INTERNAL MEDICINE,1,107,1304.0
13005,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1333,4506.0
13005,GA,INTERNAL MEDICINE,1,687,17215.0
13005,GA,PULMONARY DISEASE,1,342,575.0
13009,GA,INTERNAL MEDICINE,9,1626,17313.0
13009,GA,NEUROLOGY,1,291,879.0
13009,GA,PSYCHIATRY,3,66,455.0
13011,GA,INTERNAL MEDICINE,1,125,1382.0
13013,GA,INTERNAL MEDICINE,4,832,10460.0
13015,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1039,9903.0
13015,GA,ENDOCRINOLOGY,4,591,2215.0
13015,GA,HEMATOLOGY/ONCOLOGY,3,725,11807.0
13015,GA,INTERNAL MEDICINE,15,3501,34385.0
13015,GA,PSYCHIATRY,2,0,0.0
13015,GA,PULMONARY DISEASE,2,1528,6607.0
13015,GA,RHEUMATOLOGY,1,466,56332.0
13017,GA,INTERNAL MEDICINE,1,100,274.0
13017,GA,PSYCHIATRY,1,344,1547.0
13021,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,3385,14029.0
13021,GA,ENDOCRINOLOGY,6,1478,17114.0
13021,GA,HEMATOLOGY/ONCOLOGY,6,6457,1189641.0
13021,GA,INTERNAL MEDICINE,54,13972,132716.0
13021,GA,NEUROLOGY,3,397,61798.0
13021,GA,PSYCHIATRY,6,532,2579.0
13021,GA,PULMONARY DISEASE,7,3063,14314.0
13021,GA,RHEUMATOLOGY,4,1135,162240.0
13023,GA,INTERNAL MEDICINE,3,441,610.0
13027,GA,INTERNAL MEDICINE,2,516,2436.0
13029,GA,INTERNAL MEDICINE,5,487,2043.0
13029,GA,PSYCHIATRY,1,29,307.0
13031,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,3580,18586.0
13031,GA,INTERNAL MEDICINE,11,2693,11258.0
13031,GA,NEUROLOGY,2,1010,4080.0
13031,GA,PULMONARY DISEASE,3,1032,4233.0
13033,GA,INTERNAL MEDICINE,2,302,1435.0
13035,GA,INTERNAL MEDICINE,3,1189,6660.0
13035,GA,NEUROLOGY,1,291,1704.0
13039,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,3709,15446.0
13039,GA,INTERNAL MEDICINE,5,2006,13840.0
13039,GA,NEUROLOGY,2,396,5056.0
13039,GA,PSYCHIATRY,1,16,96.0
13039,GA,PULMONARY DISEASE,3,1952,6934.0
13039,GA,RHEUMATOLOGY,1,468,55205.0
13043,GA,INTERNAL MEDICINE,3,966,6026.0
13045,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,4800,17431.0
13045,GA,HEMATOLOGY/ONCOLOGY,3,1223,3181.0
13045,GA,INTERNAL MEDICINE,33,7074,57523.0
13045,GA,NEUROLOGY,3,189,252.0
13045,GA,PSYCHIATRY,20,603,2700.0
13045,GA,PULMONARY DISEASE,1,497,1989.0
13045,GA,RHEUMATOLOGY,1,210,5782.0
13047,GA,HEMATOLOGY/ONCOLOGY,1,680,134736.0
13047,GA,INTERNAL MEDICINE,7,3088,6870.0
13047,GA,PSYCHIATRY,3,141,459.0
13047,GA,PULMONARY DISEASE,2,492,1974.0
13049,GA,INTERNAL MEDICINE,1,323,2903.0
13051,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),27,18649,62533.0
13051,GA,ENDOCRINOLOGY,3,960,2564.0
13051,GA,HEMATOLOGY/ONCOLOGY,7,2360,77568.0
13051,GA,INTERNAL MEDICINE,97,27034,188319.0
13051,GA,NEUROLOGY,11,5603,628808.0
13051,GA,PSYCHIATRY,22,843,2745.0
13051,GA,PULMONARY DISEASE,9,4913,23655.0
13051,GA,RHEUMATOLOGY,2,1206,226744.0
13055,GA,INTERNAL MEDICINE,5,1134,2315.0
13055,GA,PSYCHIATRY,2,100,627.0
13057,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),19,19673,55416.0
13057,GA,ENDOCRINOLOGY,4,1616,8368.0
13057,GA,HEMATOLOGY/ONCOLOGY,8,2444,8447.0
13057,GA,INTERNAL MEDICINE,52,13747,58838.0
13057,GA,NEUROLOGY,14,5390,43182.0
13057,GA,PSYCHIATRY,5,227,929.0
13057,GA,PULMONARY DISEASE,12,5338,17528.0
13057,GA,RHEUMATOLOGY,8,2970,69023.0
13059,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),13,12184,50398.0
13059,GA,ENDOCRINOLOGY,3,854,2137.0
13059,GA,HEMATOLOGY/ONCOLOGY,2,375,1211.0
13059,GA,INTERNAL MEDICINE,99,21610,96978.0
13059,GA,NEUROLOGY,18,6592,243012.0
13059,GA,PSYCHIATRY,7,492,3691.0
13059,GA,PULMONARY DISEASE,2,0,0.0
13059,GA,RHEUMATOLOGY,2,233,685.0
13061,GA,INTERNAL MEDICINE,2,328,1631.0
13063,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,273,637.0
13063,GA,ENDOCRINOLOGY,3,513,7360.0
13063,GA,HEMATOLOGY/ONCOLOGY,2,40,1612.0
13063,GA,INTERNAL MEDICINE,50,4373,26400.0
13063,GA,NEUROLOGY,7,2345,24445.0
13063,GA,PSYCHIATRY,5,149,1514.0
13063,GA,PULMONARY DISEASE,2,388,2012.0
13065,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1116,13795.0
13065,GA,INTERNAL MEDICINE,5,785,3505.0
13067,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),24,23548,72729.0
13067,GA,ENDOCRINOLOGY,22,4654,16557.0
13067,GA,HEMATOLOGY/ONCOLOGY,11,2706,8502.0
13067,GA,INTERNAL MEDICINE,144,26598,122829.0
13067,GA,NEUROLOGY,25,6790,61309.0
13067,GA,PSYCHIATRY,53,3885,26760.0
13067,GA,PULMONARY DISEASE,29,9014,25993.0
13067,GA,RHEUMATOLOGY,15,2595,154244.0
13069,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,4551,30767.0
13069,GA,HEMATOLOGY/ONCOLOGY,1,247,479.0
13069,GA,INTERNAL MEDICINE,11,4411,33722.0
13069,GA,NEUROLOGY,1,147,567.0
13069,GA,PSYCHIATRY,1,0,0.0
13069,GA,PULMONARY DISEASE,1,198,682.0
13069,GA,RHEUMATOLOGY,1,321,116368.6
13071,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1418,5814.0
13071,GA,HEMATOLOGY/ONCOLOGY,1,256,667.0
13071,GA,INTERNAL MEDICINE,9,2732,20870.0
13071,GA,NEUROLOGY,1,713,3964.0
13071,GA,PSYCHIATRY,8,1189,4845.0
13071,GA,PULMONARY DISEASE,1,333,1104.0
13073,GA,INTERNAL MEDICINE,5,1694,16274.0
13073,GA,NEUROLOGY,1,136,659.0
13075,GA,INTERNAL MEDICINE,1,37,55.0
13077,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1287,2904.0
13077,GA,ENDOCRINOLOGY,6,1303,12734.0
13077,GA,HEMATOLOGY/ONCOLOGY,4,978,351835.0
13077,GA,INTERNAL MEDICINE,26,4595,21175.0
13077,GA,NEUROLOGY,7,1774,4973.0
13077,GA,PSYCHIATRY,8,316,2827.0
13077,GA,PULMONARY DISEASE,1,171,547.0
13081,GA,INTERNAL MEDICINE,7,1360,17258.0
13083,GA,ENDOCRINOLOGY,1,22,52.0
13083,GA,INTERNAL MEDICINE,2,95,355.0
13085,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,6179,24451.0
13085,GA,INTERNAL MEDICINE,5,629,5248.0
13085,GA,NEUROLOGY,1,466,17854.0
13085,GA,PSYCHIATRY,1,119,827.0
13087,GA,INTERNAL MEDICINE,6,2664,7328.0
13089,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),113,47794,134494.0
13089,GA,ENDOCRINOLOGY,33,9078,28391.0
13089,GA,HEMATOLOGY/ONCOLOGY,36,5229,137517.0
13089,GA,INTERNAL MEDICINE,337,55614,322107.5
13089,GA,NEUROLOGY,109,14702,102215.0
13089,GA,PSYCHIATRY,89,4644,30846.0
13089,GA,PULMONARY DISEASE,51,6604,21995.0
13089,GA,RHEUMATOLOGY,19,3182,323529.0
13091,GA,INTERNAL MEDICINE,3,639,6720.0
13093,GA,INTERNAL MEDICINE,1,13,13.0
13095,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1768,3564.0
13095,GA,HEMATOLOGY/ONCOLOGY,3,727,1745.0
13095,GA,INTERNAL MEDICINE,20,2497,10267.0
13095,GA,NEUROLOGY,3,782,21782.0
13095,GA,PSYCHIATRY,6,195,1237.0
13095,GA,PULMONARY DISEASE,1,158,424.0
13095,GA,RHEUMATOLOGY,1,105,196.0
13097,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,472,3311.0
13097,GA,HEMATOLOGY/ONCOLOGY,1,117,225.0
13097,GA,INTERNAL MEDICINE,9,1799,13393.0
13097,GA,PSYCHIATRY,2,0,0.0
13097,GA,PULMONARY DISEASE,1,479,1478.0
13103,GA,INTERNAL MEDICINE,6,1108,17447.0
13103,GA,PULMONARY DISEASE,1,1344,10540.0
13105,GA,INTERNAL MEDICINE,1,28,67.0
13107,GA,INTERNAL MEDICINE,9,768,8269.0
13107,GA,PSYCHIATRY,1,78,453.0
13109,GA,INTERNAL MEDICINE,4,907,4028.5
13111,GA,HEMATOLOGY/ONCOLOGY,5,2168,26965.0
13111,GA,INTERNAL MEDICINE,1,480,6650.0
13113,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),15,14537,39844.0
13113,GA,ENDOCRINOLOGY,7,2086,14943.0
13113,GA,HEMATOLOGY/ONCOLOGY,5,2099,554682.0
13113,GA,INTERNAL MEDICINE,85,30177,409966.0
13113,GA,NEUROLOGY,10,2070,17028.0
13113,GA,PSYCHIATRY,9,930,7203.0
13113,GA,PULMONARY DISEASE,9,5374,18835.0
13113,GA,RHEUMATOLOGY,5,1316,92570.0
13115,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,8835,33812.0
13115,GA,ENDOCRINOLOGY,1,492,7464.0
13115,GA,HEMATOLOGY/ONCOLOGY,3,1322,483671.0
13115,GA,INTERNAL MEDICINE,66,17899,138646.0
13115,GA,NEUROLOGY,2,1211,18033.0
13115,GA,PSYCHIATRY,9,456,2012.0
13115,GA,PULMONARY DISEASE,2,1133,4393.0
13115,GA,RHEUMATOLOGY,2,1446,276977.0
13117,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),24,21595,97676.0
13117,GA,ENDOCRINOLOGY,6,1039,16491.0
13117,GA,HEMATOLOGY/ONCOLOGY,2,547,1561.0
13117,GA,INTERNAL MEDICINE,56,14535,343593.0
13117,GA,NEUROLOGY,6,2139,380575.4
13117,GA,PSYCHIATRY,3,43,803.0
13117,GA,PULMONARY DISEASE,6,2792,9211.0
13117,GA,RHEUMATOLOGY,5,1871,359485.0
13119,GA,INTERNAL MEDICINE,3,1392,21336.0
13121,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),97,59324,175815.0
13121,GA,ENDOCRINOLOGY,37,9914,156585.0
13121,GA,HEMATOLOGY/ONCOLOGY,33,9063,547568.0
13121,GA,INTERNAL MEDICINE,703,109418,1837459.4
13121,GA,NEUROLOGY,85,14672,231114.0
13121,GA,PSYCHIATRY,144,4897,26968.0
13121,GA,PULMONARY DISEASE,45,9101,35541.0
13121,GA,RHEUMATOLOGY,27,4982,663214.1
13127,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,4865,12905.0
13127,GA,ENDOCRINOLOGY,3,549,4968.0
13127,GA,HEMATOLOGY/ONCOLOGY,3,1674,177297.0
13127,GA,INTERNAL MEDICINE,19,5122,15940.0
13127,GA,NEUROLOGY,5,1327,13995.0
13127,GA,PSYCHIATRY,19,393,2073.0
13127,GA,PULMONARY DISEASE,4,1467,4521.0
13127,GA,RHEUMATOLOGY,1,722,206269.0
13129,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),11,14185,41656.0
13129,GA,ENDOCRINOLOGY,1,242,2647.0
13129,GA,INTERNAL MEDICINE,21,4086,14737.0
13129,GA,NEUROLOGY,4,1927,108403.0
13129,GA,PSYCHIATRY,4,213,1728.0
13129,GA,PULMONARY DISEASE,2,1256,11086.0
13131,GA,INTERNAL MEDICINE,5,1570,6459.0
13133,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1215,3914.0
13133,GA,HEMATOLOGY/ONCOLOGY,1,541,1722.0
13133,GA,INTERNAL MEDICINE,7,3087,17310.0
13133,GA,PULMONARY DISEASE,1,487,1599.0
13135,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),25,18189,57656.0
13135,GA,ENDOCRINOLOGY,16,4849,32378.0
13135,GA,HEMATOLOGY/ONCOLOGY,10,2110,10492.0
13135,GA,INTERNAL MEDICINE,220,40046,213653.0
13135,GA,NEUROLOGY,19,4978,42404.0
13135,GA,PSYCHIATRY,32,2333,17213.0
13135,GA,PULMONARY DISEASE,25,8574,36640.0
13135,GA,RHEUMATOLOGY,14,2037,282825.0
13137,GA,INTERNAL MEDICINE,3,1353,10280.0
13139,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),26,27488,91817.0
13139,GA,ENDOCRINOLOGY,12,4690,131019.0
13139,GA,HEMATOLOGY/ONCOLOGY,7,2677,416602.0
13139,GA,INTERNAL MEDICINE,49,16668,394274.0
13139,GA,NEUROLOGY,15,3683,76492.0
13139,GA,PSYCHIATRY,22,1536,8200.0
13139,GA,PULMONARY DISEASE,9,2985,23575.0
13139,GA,RHEUMATOLOGY,10,5460,1510554.0
13143,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1351,4911.0
13143,GA,ENDOCRINOLOGY,2,455,2484.0
13143,GA,INTERNAL MEDICINE,3,280,1084.0
13143,GA,PSYCHIATRY,1,33,116.0
13143,GA,RHEUMATOLOGY,1,264,1720.0
13145,GA,INTERNAL MEDICINE,1,181,1053.0
13147,GA,INTERNAL MEDICINE,1,374,3464.0
13151,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),13,11869,43191.0
13151,GA,ENDOCRINOLOGY,2,936,7929.0
13151,GA,HEMATOLOGY/ONCOLOGY,12,3912,545762.0
13151,GA,INTERNAL MEDICINE,52,12251,65539.0
13151,GA,NEUROLOGY,10,1239,5055.0
13151,GA,PSYCHIATRY,9,673,5510.0
13151,GA,PULMONARY DISEASE,6,2382,15364.0
13151,GA,RHEUMATOLOGY,2,347,51328.0
13153,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,10563,42336.0
13153,GA,INTERNAL MEDICINE,43,15710,210151.0
13153,GA,NEUROLOGY,5,3303,8443.0
13153,GA,PSYCHIATRY,4,529,3916.0
13153,GA,PULMONARY DISEASE,2,588,1875.0
13153,GA,RHEUMATOLOGY,1,478,1530.0
13157,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,6420,18855.0
13157,GA,ENDOCRINOLOGY,1,0,0.0
13157,GA,HEMATOLOGY/ONCOLOGY,12,9444,1235464.0
13157,GA,INTERNAL MEDICINE,17,4545,46914.5
13157,GA,NEUROLOGY,3,546,875.0
13157,GA,PSYCHIATRY,1,0,0.0
13157,GA,PULMONARY DISEASE,15,6332,25036.0
13161,GA,INTERNAL MEDICINE,2,2122,15944.0
13161,GA,PSYCHIATRY,1,38,168.0
13161,GA,PULMONARY DISEASE,1,0,0.0
13163,GA,INTERNAL MEDICINE,4,667,1384.0
13165,GA,INTERNAL MEDICINE,2,466,4268.0
13167,GA,INTERNAL MEDICINE,2,125,268.0
13167,GA,PSYCHIATRY,1,0,0.0
13169,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,762,3303.0
13169,GA,HEMATOLOGY/ONCOLOGY,3,1112,87887.0
13169,GA,INTERNAL MEDICINE,18,5093,97739.0
13169,GA,PSYCHIATRY,1,27,76.0
13169,GA,PULMONARY DISEASE,1,70,191.0
13171,GA,INTERNAL MEDICINE,1,270,1591.0
13173,GA,INTERNAL MEDICINE,2,237,555.0
13175,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,6668,19865.0
13175,GA,HEMATOLOGY/ONCOLOGY,2,411,43268.0
13175,GA,INTERNAL MEDICINE,11,2933,350649.0
13175,GA,PSYCHIATRY,1,34,84.0
13175,GA,PULMONARY DISEASE,1,625,3175.0
13177,GA,INTERNAL MEDICINE,4,592,14724.0
13179,GA,INTERNAL MEDICINE,4,993,5610.0
13179,GA,PSYCHIATRY,2,0,0.0
13185,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),10,7172,27879.0
13185,GA,ENDOCRINOLOGY,2,967,10460.0
13185,GA,HEMATOLOGY/ONCOLOGY,3,1258,3232.0
13185,GA,INTERNAL MEDICINE,24,6528,30611.0
13185,GA,NEUROLOGY,3,653,1255.0
13185,GA,PSYCHIATRY,8,981,3812.0
13185,GA,PULMONARY DISEASE,4,1199,3900.0
13185,GA,RHEUMATOLOGY,1,1591,183639.0
13189,GA,INTERNAL MEDICINE,1,138,6872.0
13193,GA,PSYCHIATRY,2,141,1127.0
13195,GA,INTERNAL MEDICINE,2,69,166.0
13201,GA,ENDOCRINOLOGY,1,76,2973.0
13201,GA,INTERNAL MEDICINE,2,129,762.0
13201,GA,RHEUMATOLOGY,1,0,0.0
13207,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,732,4422.0
13207,GA,INTERNAL MEDICINE,3,525,71081.0
13211,GA,INTERNAL MEDICINE,4,924,6451.0
13213,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,4307,14414.0
13213,GA,INTERNAL MEDICINE,6,364,799.0
13215,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),17,19785,77119.0
13215,GA,ENDOCRINOLOGY,7,1938,78721.0
13215,GA,HEMATOLOGY/ONCOLOGY,4,1883,5952.0
13215,GA,INTERNAL MEDICINE,56,14002,105364.5
13215,GA,NEUROLOGY,5,2516,28964.0
13215,GA,PSYCHIATRY,19,1362,7616.0
13215,GA,PULMONARY DISEASE,5,1811,6837.0
13215,GA,RHEUMATOLOGY,2,212,633.0
13217,GA,ENDOCRINOLOGY,1,0,0.0
13217,GA,HEMATOLOGY/ONCOLOGY,1,253,1164.0
13217,GA,INTERNAL MEDICINE,17,3778,18623.0
13217,GA,NEUROLOGY,1,164,363.0
13217,GA,RHEUMATOLOGY,2,132,282.0
13219,GA,INTERNAL MEDICINE,16,3500,27890.0
13219,GA,NEUROLOGY,1,617,1742.0
13219,GA,PSYCHIATRY,3,376,3850.0
13219,GA,RHEUMATOLOGY,1,455,1242.0
13223,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),13,14333,39240.0
13223,GA,HEMATOLOGY/ONCOLOGY,5,1531,4460.0
13223,GA,INTERNAL MEDICINE,8,2401,9662.0
13223,GA,NEUROLOGY,6,1572,27905.0
13223,GA,PSYCHIATRY,1,119,151.0
13223,GA,PULMONARY DISEASE,5,1671,5018.0
13225,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,469,4708.0
13225,GA,INTERNAL MEDICINE,4,719,2101.0
13227,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,4734,13007.0
13227,GA,HEMATOLOGY/ONCOLOGY,4,1359,251091.0
13227,GA,INTERNAL MEDICINE,12,4052,17799.0
13227,GA,NEUROLOGY,1,895,1751.0
13227,GA,PSYCHIATRY,1,0,0.0
13227,GA,PULMONARY DISEASE,1,527,2155.0
13229,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,569,1683.0
13229,GA,INTERNAL MEDICINE,1,43,1548.0
13231,GA,INTERNAL MEDICINE,2,2440,17313.0
13233,GA,ENDOCRINOLOGY,1,192,557.0
13233,GA,INTERNAL MEDICINE,4,925,20869.0
13235,GA,INTERNAL MEDICINE,2,342,4337.0
13237,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,2885,35671.0
13237,GA,INTERNAL MEDICINE,3,1213,10113.0
13237,GA,NEUROLOGY,1,67,69.0
13241,GA,INTERNAL MEDICINE,5,1734,24919.0
13245,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),27,16164,38548.0
13245,GA,ENDOCRINOLOGY,9,1052,2410.0
13245,GA,HEMATOLOGY/ONCOLOGY,19,5368,606563.0
13245,GA,INTERNAL MEDICINE,155,29089,510337.0
13245,GA,NEUROLOGY,47,10325,237714.0
13245,GA,PSYCHIATRY,38,1421,4676.0
13245,GA,PULMONARY DISEASE,14,3262,11869.0
13245,GA,RHEUMATOLOGY,15,2251,294694.0
13247,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),30,26756,74816.0
13247,GA,ENDOCRINOLOGY,2,456,2666.0
13247,GA,HEMATOLOGY/ONCOLOGY,8,2014,5710.0
13247,GA,INTERNAL MEDICINE,33,6911,24318.0
13247,GA,NEUROLOGY,6,967,4070.0
13247,GA,PULMONARY DISEASE,2,430,1928.0
13249,GA,INTERNAL MEDICINE,1,0,0.0
13253,GA,INTERNAL MEDICINE,1,116,428.0
13253,GA,PSYCHIATRY,1,493,3637.0
13255,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1382,6777.0
13255,GA,HEMATOLOGY/ONCOLOGY,1,247,611.0
13255,GA,INTERNAL MEDICINE,8,1820,9793.0
13255,GA,PSYCHIATRY,5,184,1368.0
13255,GA,PULMONARY DISEASE,1,327,1065.0
13257,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,748,4415.0
13257,GA,HEMATOLOGY/ONCOLOGY,1,295,95814.0
13257,GA,INTERNAL MEDICINE,4,1250,18714.0
13257,GA,PSYCHIATRY,1,49,159.0
13261,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,1367,3231.0
13261,GA,HEMATOLOGY/ONCOLOGY,3,1391,5573.0
13261,GA,INTERNAL MEDICINE,27,3471,9120.0
13261,GA,NEUROLOGY,3,390,8645.0
13261,GA,PSYCHIATRY,2,55,235.0
13261,GA,PULMONARY DISEASE,5,1559,4783.0
13275,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,5409,11523.0
13275,GA,HEMATOLOGY/ONCOLOGY,3,1048,130585.0
13275,GA,INTERNAL MEDICINE,9,1477,19593.0
13275,GA,NEUROLOGY,2,374,772.0
13275,GA,PSYCHIATRY,3,252,1230.0
13275,GA,PULMONARY DISEASE,1,533,2684.0
13277,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,5303,16701.0
13277,GA,HEMATOLOGY/ONCOLOGY,5,813,1885.0
13277,GA,INTERNAL MEDICINE,19,3310,29618.0
13277,GA,NEUROLOGY,2,569,1068.0
13277,GA,PSYCHIATRY,1,163,1065.0
13277,GA,PULMONARY DISEASE,1,457,1480.0
13277,GA,RHEUMATOLOGY,2,564,12507.0
13279,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1559,6792.0
13279,GA,HEMATOLOGY/ONCOLOGY,2,1508,619924.0
13279,GA,INTERNAL MEDICINE,18,5108,45656.0
13279,GA,PULMONARY DISEASE,2,1099,6931.0
13281,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,686,1219.0
13281,GA,INTERNAL MEDICINE,2,706,3312.0
13285,GA,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,626,1427.0
13285,GA,ENDOCRINOLOGY,1,0,0.0
13285,GA,HEMATOLOGY/ONCOLOGY,2,196,677.0
13285,GA,INTERNAL MEDICINE,14,4886,165793.0
13285,GA,NEUROLOGY,15,4026,25930.0
13285,GA,PSYCHIATRY,7,826,6522.0
