COUNTY_FIPS,STATE,REQUIRED_SPECIALTY,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES
47051,TN,PULMONARY DISEASE,1,233,777.0
47053,TN,INTERNAL MEDICINE,1,152,1415.0
47055,TN,INTERNAL MEDICINE,3,778,5040.0
47055,TN,NEUROLOGY,1,414,12885.0
47055,TN,PSYCHIATRY,2,86,657.0
47057,TN,INTERNAL MEDICINE,2,379,2368.0
47059,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1810,3467.0
47059,TN,HEMATOLOGY/ONCOLOGY,1,100,28767.0
47059,TN,INTERNAL MEDICINE,9,3463,7875.0
47059,TN,NEUROLOGY,1,113,235.0
47059,TN,PSYCHIATRY,1,60,164.0
47063,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,3703,14484.0
47063,TN,ENDOCRINOLOGY,2,731,32420.0
47063,TN,INTERNAL MEDICINE,15,3705,20855.0
47063,TN,NEUROLOGY,1,275,772.0
47063,TN,PULMONARY DISEASE,2,810,4173.0
47065,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),37,52541,105895.0
47065,TN,ENDOCRINOLOGY,7,1971,13319.0
47065,TN,HEMATOLOGY/ONCOLOGY,22,11996,2455278.0
47065,TN,INTERNAL MEDICINE,148,33754,281400.0
47065,TN,NEUROLOGY,36,6415,177050.0
47065,TN,PSYCHIATRY,23,947,5171.0
47065,TN,PULMONARY DISEASE,21,6005,22204.0
47065,TN,RHEUMATOLOGY,13,4723,876369.0
47067,TN,INTERNAL MEDICINE,1,0,0.0
47069,TN,INTERNAL MEDICINE,1,0,0.0
47069,TN,NEUROLOGY,1,87,271.0
47069,TN,PSYCHIATRY,5,278,965.0
47071,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,596,2256.0
47071,TN,INTERNAL MEDICINE,2,446,1504.0
47073,TN,INTERNAL MEDICINE,2,194,308.0
47073,TN,PULMONARY DISEASE,1,149,384.0
47075,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,36,146.0
47075,TN,INTERNAL MEDICINE,7,2968,13637.0
47075,TN,PSYCHIATRY,3,207,1207.0
47077,TN,INTERNAL MEDICINE,4,333,384.0
47079,TN,HEMATOLOGY/ONCOLOGY,2,3115,464661.0
47079,TN,INTERNAL MEDICINE,13,4242,22810.0
47079,TN,PULMONARY DISEASE,2,1174,8444.0
47081,TN,INTERNAL MEDICINE,1,455,5115.0
47087,TN,INTERNAL MEDICINE,1,414,34552.0
47089,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,995,6404.0
47089,TN,INTERNAL MEDICINE,5,1090,19121.0
47089,TN,NEUROLOGY,12,3862,39141.0
47091,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,377,895.0
47091,TN,INTERNAL MEDICINE,1,237,500.0
47093,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),24,20165,51716.0
47093,TN,ENDOCRINOLOGY,10,3282,57941.0
47093,TN,HEMATOLOGY/ONCOLOGY,23,7733,1307748.0
47093,TN,INTERNAL MEDICINE,225,49906,663797.0
47093,TN,NEUROLOGY,40,6798,95953.0
47093,TN,PSYCHIATRY,30,2270,8446.0
47093,TN,PULMONARY DISEASE,35,9228,113266.0
47093,TN,RHEUMATOLOGY,11,2977,290908.1
47095,TN,PSYCHIATRY,1,19,57.0
47097,TN,INTERNAL MEDICINE,3,1279,22909.0
47099,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1267,2959.0
47099,TN,INTERNAL MEDICINE,10,1385,10850.0
47099,TN,PULMONARY DISEASE,1,596,1220.0
47101,TN,INTERNAL MEDICINE,1,53,108.0
47103,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,674,1192.0
47103,TN,INTERNAL MEDICINE,4,781,3448.0
47105,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,4780,10063.0
47105,TN,HEMATOLOGY/ONCOLOGY,1,1214,398990.0
47105,TN,INTERNAL MEDICINE,48,12831,252567.0
47105,TN,NEUROLOGY,5,963,28066.0
47105,TN,PULMONARY DISEASE,1,185,502.0
47105,TN,RHEUMATOLOGY,2,462,204861.0
47107,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,478,3951.0
47107,TN,INTERNAL MEDICINE,6,1793,13702.0
47107,TN,NEUROLOGY,1,264,838.0
47107,TN,PSYCHIATRY,1,11,164.0
47109,TN,INTERNAL MEDICINE,1,116,950.0
47111,TN,INTERNAL MEDICINE,1,445,3297.0
47113,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),11,12876,240413.0
47113,TN,ENDOCRINOLOGY,3,1278,7307.0
47113,TN,HEMATOLOGY/ONCOLOGY,5,2004,5960.0
47113,TN,INTERNAL MEDICINE,54,17672,160046.0
47113,TN,NEUROLOGY,6,2863,37883.0
47113,TN,PSYCHIATRY,5,403,2573.0
47113,TN,PULMONARY DISEASE,14,2783,16746.0
47113,TN,RHEUMATOLOGY,2,1444,463392.0
47115,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1604,2913.0
47115,TN,INTERNAL MEDICINE,1,67,492.0
47115,TN,PSYCHIATRY,3,26,72.0
47117,TN,INTERNAL MEDICINE,2,87,119.0
47117,TN,NEUROLOGY,1,194,312.0
47117,TN,PSYCHIATRY,1,0,0.0
47117,TN,PULMONARY DISEASE,1,173,385.0
47119,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),13,16268,30181.0
47119,TN,HEMATOLOGY/ONCOLOGY,4,1254,156223.0
47119,TN,INTERNAL MEDICINE,46,12615,102668.0
47119,TN,NEUROLOGY,4,822,1712.0
47119,TN,PSYCHIATRY,10,1164,10465.0
47119,TN,PULMONARY DISEASE,4,307,873.0
47121,TN,INTERNAL MEDICINE,1,265,1450.0
47123,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,112,344.0
47123,TN,INTERNAL MEDICINE,5,2481,8059.0
47125,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1210,4198.0
47125,TN,HEMATOLOGY/ONCOLOGY,1,390,58956.0
47125,TN,INTERNAL MEDICINE,23,10419,182568.0
47125,TN,NEUROLOGY,1,81,149.0
47125,TN,PSYCHIATRY,4,77,662.0
47125,TN,PULMONARY DISEASE,2,638,2382.0
47129,TN,INTERNAL MEDICINE,1,0,0.0
47129,TN,PSYCHIATRY,1,0,0.0
47131,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,509,2385.0
47131,TN,HEMATOLOGY/ONCOLOGY,1,710,7552.0
47131,TN,INTERNAL MEDICINE,34,8275,28375.0
47133,TN,INTERNAL MEDICINE,3,823,9695.0
47133,TN,PULMONARY DISEASE,1,331,1944.0
47135,TN,INTERNAL MEDICINE,1,16,180.0
47135,TN,PSYCHIATRY,1,23,366.0
47137,TN,INTERNAL MEDICINE,1,0,0.0
47139,TN,INTERNAL MEDICINE,3,654,4117.0
47141,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,11602,26852.0
47141,TN,ENDOCRINOLOGY,2,547,2779.0
47141,TN,HEMATOLOGY/ONCOLOGY,7,2236,386846.0
47141,TN,INTERNAL MEDICINE,33,8895,68147.5
47141,TN,NEUROLOGY,6,2131,14003.0
47141,TN,PSYCHIATRY,21,1995,3705.0
47141,TN,PULMONARY DISEASE,7,2770,13978.0
47143,TN,INTERNAL MEDICINE,5,481,5738.0
47145,TN,INTERNAL MEDICINE,6,1040,7817.0
47147,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,2197,5127.0
47147,TN,INTERNAL MEDICINE,9,2053,28277.0
47147,TN,PSYCHIATRY,1,29,81.0
47147,TN,PULMONARY DISEASE,1,144,584.0
47149,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),12,10449,31087.0
47149,TN,ENDOCRINOLOGY,4,730,7428.0
47149,TN,HEMATOLOGY/ONCOLOGY,1,0,0.0
47149,TN,INTERNAL MEDICINE,71,16436,107620.0
47149,TN,NEUROLOGY,10,2730,9800.0
47149,TN,PSYCHIATRY,11,906,4872.0
47149,TN,PULMONARY DISEASE,8,2474,6895.0
47149,TN,RHEUMATOLOGY,2,828,136003.0
47151,TN,INTERNAL MEDICINE,2,140,756.0
47151,TN,PSYCHIATRY,1,72,223.0
47153,TN,NEUROLOGY,1,270,485.0
47155,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),9,7178,18293.0
47155,TN,HEMATOLOGY/ONCOLOGY,3,862,134269.0
47155,TN,INTERNAL MEDICINE,19,4862,24207.0
47155,TN,PULMONARY DISEASE,5,1303,3797.0
47157,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),41,41945,223543.4
47157,TN,ENDOCRINOLOGY,18,6857,118095.0
47157,TN,HEMATOLOGY/ONCOLOGY,26,9744,1511178.5
47157,TN,INTERNAL MEDICINE,278,69234,722429.9
47157,TN,NEUROLOGY,58,15163,702849.0
47157,TN,PSYCHIATRY,28,1505,11279.0
47157,TN,PULMONARY DISEASE,28,10466,29031.0
47157,TN,RHEUMATOLOGY,15,3252,689527.0
47159,TN,INTERNAL MEDICINE,1,23,40.0
47163,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),9,8034,15892.0
47163,TN,ENDOCRINOLOGY,5,1097,2913.0
47163,TN,HEMATOLOGY/ONCOLOGY,5,821,1842.0
47163,TN,INTERNAL MEDICINE,58,13303,168586.0
47163,TN,NEUROLOGY,18,3560,7667.0
47163,TN,PSYCHIATRY,6,553,2222.0
47163,TN,PULMONARY DISEASE,8,2278,5685.0
47163,TN,RHEUMATOLOGY,3,1158,228288.0
47165,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,3395,8506.0
47165,TN,ENDOCRINOLOGY,2,718,6890.0
47165,TN,HEMATOLOGY/ONCOLOGY,1,464,127042.0
47165,TN,INTERNAL MEDICINE,42,8409,28267.0
47165,TN,NEUROLOGY,1,488,1124.0
47165,TN,PSYCHIATRY,2,158,309.0
47165,TN,PULMONARY DISEASE,3,1187,2663.0
47165,TN,RHEUMATOLOGY,2,1028,153304.0
47167,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,489,1043.0
47167,TN,ENDOCRINOLOGY,3,615,3447.0
47167,TN,HEMATOLOGY/ONCOLOGY,5,1661,8626.0
47167,TN,INTERNAL MEDICINE,18,7806,138361.0
47167,TN,NEUROLOGY,2,225,524.0
47167,TN,PULMONARY DISEASE,1,562,2096.0
47167,TN,RHEUMATOLOGY,3,852,17012.0
47169,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,2851,8341.0
47171,TN,INTERNAL MEDICINE,3,297,3810.0
47173,TN,INTERNAL MEDICINE,2,546,20373.0
47177,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,7455,16359.0
47177,TN,HEMATOLOGY/ONCOLOGY,4,2536,662484.0
47177,TN,INTERNAL MEDICINE,12,3743,10912.0
47177,TN,NEUROLOGY,1,274,405.0
47177,TN,PSYCHIATRY,1,242,656.0
47177,TN,PULMONARY DISEASE,5,2257,8166.0
47179,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,4349,17293.0
47179,TN,ENDOCRINOLOGY,3,167,1340.0
47179,TN,HEMATOLOGY/ONCOLOGY,6,1885,433374.0
47179,TN,INTERNAL MEDICINE,66,16984,183891.0
47179,TN,NEUROLOGY,4,599,58740.0
47179,TN,PSYCHIATRY,15,276,1096.0
47179,TN,PULMONARY DISEASE,7,2966,45515.0
47179,TN,RHEUMATOLOGY,5,738,45937.0
47181,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,4329,11339.0
47181,TN,INTERNAL MEDICINE,1,282,961.0
47183,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,2189,5880.0
47183,TN,INTERNAL MEDICINE,3,1615,7957.0
47185,TN,INTERNAL MEDICINE,3,680,2388.0
47187,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),13,5998,18826.0
47187,TN,ENDOCRINOLOGY,4,1141,30866.0
47187,TN,HEMATOLOGY/ONCOLOGY,5,1985,328399.0
47187,TN,INTERNAL MEDICINE,97,16905,112695.0
47187,TN,NEUROLOGY,15,4728,45865.0
47187,TN,PSYCHIATRY,57,1513,9699.0
47187,TN,PULMONARY DISEASE,13,5961,21640.0
47187,TN,RHEUMATOLOGY,5,3098,88531.0
47189,TN,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,6215,19670.0
47189,TN,ENDOCRINOLOGY,2,250,1511.0
47189,TN,HEMATOLOGY/ONCOLOGY,3,1125,276125.0
47189,TN,INTERNAL MEDICINE,11,3286,39061.0
47189,TN,PSYCHIATRY,2,45,244.0
47189,TN,PULMONARY DISEASE,4,2047,6935.0
47189,TN,RHEUMATOLOGY,1,273,84803.0
48001,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1450,7273.0
48001,TX,ENDOCRINOLOGY,1,629,36254.0
48001,TX,HEMATOLOGY/ONCOLOGY,1,598,167327.0
48001,TX,INTERNAL MEDICINE,9,1861,19088.0
48001,TX,PSYCHIATRY,2,77,1006.0
48005,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1916,27897.0
48005,TX,ENDOCRINOLOGY,1,472,2154.0
48005,TX,HEMATOLOGY/ONCOLOGY,3,835,367404.0
48005,TX,INTERNAL MEDICINE,30,6241,40821.0
48005,TX,NEUROLOGY,3,1526,8146.0
48005,TX,PSYCHIATRY,4,263,2862.0
48005,TX,PULMONARY DISEASE,2,1680,5793.0
48005,TX,RHEUMATOLOGY,1,371,74788.0
48007,TX,INTERNAL MEDICINE,2,2003,12983.0
48007,TX,PSYCHIATRY,1,57,390.0
48009,TX,ENDOCRINOLOGY,3,1486,7645.0
48009,TX,INTERNAL MEDICINE,4,1054,5318.0
48009,TX,NEUROLOGY,2,352,1154.0
48009,TX,RHEUMATOLOGY,1,495,2153.0
48013,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,770,3811.0
48013,TX,INTERNAL MEDICINE,1,72,591.0
48013,TX,PSYCHIATRY,6,269,2256.0
48013,TX,PULMONARY DISEASE,1,279,967.0
48015,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1097,6969.0
48015,TX,INTERNAL MEDICINE,2,749,11624.0
48019,TX,INTERNAL MEDICINE,3,1291,7863.0
48021,TX,HEMATOLOGY/ONCOLOGY,3,1446,372679.0
48021,TX,INTERNAL MEDICINE,12,1550,8769.0
48021,TX,PSYCHIATRY,2,148,401.0
48021,TX,RHEUMATOLOGY,2,279,63006.0
48023,TX,INTERNAL MEDICINE,1,0,0.0
48025,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,502,1169.0
48025,TX,INTERNAL MEDICINE,4,911,4439.0
48025,TX,PULMONARY DISEASE,1,869,4096.0
48027,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,2069,4222.0
48027,TX,ENDOCRINOLOGY,1,172,547.0
48027,TX,HEMATOLOGY/ONCOLOGY,1,66,345.0
48027,TX,INTERNAL MEDICINE,18,4003,34415.0
48027,TX,NEUROLOGY,2,354,3633.0
48027,TX,PSYCHIATRY,13,438,2396.0
48027,TX,PULMONARY DISEASE,1,480,1027.0
48029,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),113,56297,228158.0
48029,TX,ENDOCRINOLOGY,39,13634,206135.0
48029,TX,HEMATOLOGY/ONCOLOGY,53,14528,3242126.0
48029,TX,INTERNAL MEDICINE,529,105618,969649.0
48029,TX,NEUROLOGY,97,18939,273215.0
48029,TX,PSYCHIATRY,129,4289,30068.0
48029,TX,PULMONARY DISEASE,82,27247,104553.0
48029,TX,RHEUMATOLOGY,33,10308,2490627.2
48035,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,975,3937.0
48035,TX,INTERNAL MEDICINE,1,0,0.0
48035,TX,PSYCHIATRY,1,0,0.0
48037,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,7436,22895.0
48037,TX,ENDOCRINOLOGY,1,576,1255.0
48037,TX,HEMATOLOGY/ONCOLOGY,1,355,840.0
48037,TX,INTERNAL MEDICINE,20,7727,147245.5
48037,TX,NEUROLOGY,1,329,540.0
48037,TX,PSYCHIATRY,3,477,1659.0
48037,TX,PULMONARY DISEASE,1,369,4133.0
48037,TX,RHEUMATOLOGY,1,319,95156.0
48039,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),12,5632,34919.0
48039,TX,ENDOCRINOLOGY,3,926,6185.0
48039,TX,HEMATOLOGY/ONCOLOGY,4,426,288936.5
48039,TX,INTERNAL MEDICINE,70,13889,88771.0
48039,TX,NEUROLOGY,20,3783,36494.0
48039,TX,PSYCHIATRY,12,802,4668.0
48039,TX,PULMONARY DISEASE,4,822,2297.0
48039,TX,RHEUMATOLOGY,4,355,51309.0
48041,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),9,7373,72661.0
48041,TX,ENDOCRINOLOGY,2,446,1723.0
48041,TX,HEMATOLOGY/ONCOLOGY,2,1033,292460.0
48041,TX,INTERNAL MEDICINE,59,14559,248250.0
48041,TX,NEUROLOGY,1,376,2920.0
48041,TX,PSYCHIATRY,8,193,1278.0
48041,TX,PULMONARY DISEASE,6,2581,5337.0
48041,TX,RHEUMATOLOGY,2,921,549291.5
48049,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,2229,6964.0
48049,TX,HEMATOLOGY/ONCOLOGY,2,207,504.0
48049,TX,INTERNAL MEDICINE,15,5251,25844.0
48051,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,3341,7267.0
48051,TX,ENDOCRINOLOGY,1,0,0.0
48051,TX,HEMATOLOGY/ONCOLOGY,2,571,1918.0
48051,TX,INTERNAL MEDICINE,6,1574,5234.0
48051,TX,PULMONARY DISEASE,2,777,1669.0
48051,TX,RHEUMATOLOGY,2,141,329.0
48053,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,3120,7827.0
48053,TX,ENDOCRINOLOGY,2,1049,2058.0
48053,TX,HEMATOLOGY/ONCOLOGY,2,799,3768.0
48053,TX,INTERNAL MEDICINE,16,3941,14972.0
48053,TX,NEUROLOGY,5,1388,2832.0
48053,TX,PSYCHIATRY,2,27,710.0
48053,TX,RHEUMATOLOGY,1,150,583.0
48055,TX,INTERNAL MEDICINE,5,684,2181.0
48057,TX,INTERNAL MEDICINE,2,275,1808.0
48061,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),20,10791,57488.0
48061,TX,ENDOCRINOLOGY,4,809,3143.0
48061,TX,HEMATOLOGY/ONCOLOGY,3,1316,288462.0
48061,TX,INTERNAL MEDICINE,87,12316,172388.5
48061,TX,NEUROLOGY,15,2080,7124.0
48061,TX,PSYCHIATRY,11,546,2452.0
48061,TX,PULMONARY DISEASE,6,1931,10938.0
48061,TX,RHEUMATOLOGY,2,256,5031.5
48063,TX,INTERNAL MEDICINE,1,263,307.0
48067,TX,INTERNAL MEDICINE,4,1470,2690.0
48067,TX,PSYCHIATRY,1,18,112.0
48071,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,475,9341.0
48071,TX,INTERNAL MEDICINE,1,0,0.0
48073,TX,HEMATOLOGY/ONCOLOGY,1,1058,209861.0
48073,TX,INTERNAL MEDICINE,3,407,2710.0
48073,TX,PSYCHIATRY,10,133,436.0
48085,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),68,59591,286900.0
48085,TX,ENDOCRINOLOGY,18,5615,70215.0
48085,TX,HEMATOLOGY/ONCOLOGY,23,10730,2219530.0
48085,TX,INTERNAL MEDICINE,393,97602,711787.5
48085,TX,NEUROLOGY,63,20645,584116.0
48085,TX,PSYCHIATRY,109,4346,32323.0
48085,TX,PULMONARY DISEASE,21,10224,98853.0
48085,TX,RHEUMATOLOGY,17,2549,429413.0
48087,TX,INTERNAL MEDICINE,1,43,193.0
48089,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1239,3431.0
48089,TX,INTERNAL MEDICINE,2,196,1763.0
48089,TX,PULMONARY DISEASE,1,0,0.0
48091,TX,ENDOCRINOLOGY,1,336,1107.0
48091,TX,INTERNAL MEDICINE,10,6323,37622.0
48091,TX,NEUROLOGY,1,645,3750.0
48091,TX,PSYCHIATRY,5,0,0.0
48093,TX,INTERNAL MEDICINE,3,246,392.0
48097,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1848,7078.0
48097,TX,INTERNAL MEDICINE,4,639,4070.0
48097,TX,PSYCHIATRY,1,0,0.0
48099,TX,INTERNAL MEDICINE,1,0,0.0
48113,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),144,85570,319125.0
48113,TX,ENDOCRINOLOGY,77,18286,93724.0
48113,TX,HEMATOLOGY/ONCOLOGY,91,20131,3482994.0
48113,TX,INTERNAL MEDICINE,983,181880,1535152.0
48113,TX,NEUROLOGY,140,28260,932777.0
48113,TX,PSYCHIATRY,189,10726,50555.0
48113,TX,PULMONARY DISEASE,113,30154,95554.0
48113,TX,RHEUMATOLOGY,42,6772,1058537.0
48117,TX,INTERNAL MEDICINE,3,456,1125.0
48121,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),23,12849,51706.0
48121,TX,ENDOCRINOLOGY,10,2507,13300.0
48121,TX,HEMATOLOGY/ONCOLOGY,14,5568,1458479.5
48121,TX,INTERNAL MEDICINE,143,36269,387885.0
48121,TX,NEUROLOGY,31,7333,75209.0
48121,TX,PSYCHIATRY,26,2213,13657.0
48121,TX,PULMONARY DISEASE,8,3303,14492.0
48121,TX,RHEUMATOLOGY,6,1178,104669.0
48123,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1528,4713.0
48123,TX,INTERNAL MEDICINE,3,220,445.0
48123,TX,PSYCHIATRY,1,17,41.0
48133,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,706,1112.0
48133,TX,INTERNAL MEDICINE,4,1070,8561.0
48135,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),4,6273,17842.0
48135,TX,ENDOCRINOLOGY,5,669,6860.0
48135,TX,HEMATOLOGY/ONCOLOGY,2,497,136309.0
48135,TX,INTERNAL MEDICINE,29,6443,44540.0
48135,TX,PSYCHIATRY,5,73,668.0
48135,TX,PULMONARY DISEASE,2,260,542.0
48139,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,1988,9607.0
48139,TX,ENDOCRINOLOGY,5,1727,13485.0
48139,TX,HEMATOLOGY/ONCOLOGY,2,768,2466.0
48139,TX,INTERNAL MEDICINE,57,22113,208954.0
48139,TX,NEUROLOGY,6,2148,47522.0
48139,TX,PSYCHIATRY,2,88,517.0
48139,TX,PULMONARY DISEASE,2,1294,3391.0
48139,TX,RHEUMATOLOGY,4,1037,192998.0
48141,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),32,11813,53285.0
48141,TX,ENDOCRINOLOGY,6,1346,5370.0
48141,TX,HEMATOLOGY/ONCOLOGY,20,4206,726653.0
48141,TX,INTERNAL MEDICINE,179,25113,166787.0
48141,TX,NEUROLOGY,22,3587,26061.0
48141,TX,PSYCHIATRY,41,1716,9006.0
48141,TX,PULMONARY DISEASE,15,4666,38716.0
48141,TX,RHEUMATOLOGY,8,1207,340647.0
48143,TX,HEMATOLOGY/ONCOLOGY,1,468,329173.0
48143,TX,INTERNAL MEDICINE,6,2482,45544.0
48145,TX,INTERNAL MEDICINE,1,0,0.0
48147,TX,ENDOCRINOLOGY,1,706,9557.0
48147,TX,INTERNAL MEDICINE,3,873,2955.0
48149,TX,INTERNAL MEDICINE,2,89,145.0
48157,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),61,41254,124010.0
48157,TX,ENDOCRINOLOGY,33,8514,101293.0
48157,TX,HEMATOLOGY/ONCOLOGY,21,3964,373691.0
48157,TX,INTERNAL MEDICINE,248,50793,297049.0
48157,TX,NEUROLOGY,62,19597,917184.0
48157,TX,PSYCHIATRY,38,2007,18628.0
48157,TX,PULMONARY DISEASE,18,6889,43389.0
48157,TX,RHEUMATOLOGY,22,3468,903950.2
48161,TX,INTERNAL MEDICINE,5,1015,2428.0
48163,TX,INTERNAL MEDICINE,2,265,545.0
48165,TX,PULMONARY DISEASE,1,98,479.0
48167,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),19,15495,34330.0
48167,TX,ENDOCRINOLOGY,7,935,2144.0
48167,TX,HEMATOLOGY/ONCOLOGY,8,933,59914.0
48167,TX,INTERNAL MEDICINE,64,9423,41812.0
48167,TX,NEUROLOGY,17,3788,8718.0
48167,TX,PSYCHIATRY,33,1966,9863.0
48167,TX,PULMONARY DISEASE,7,2150,7897.0
48167,TX,RHEUMATOLOGY,7,1050,209142.0
48171,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,2376,8127.0
48171,TX,HEMATOLOGY/ONCOLOGY,1,769,299454.0
48171,TX,INTERNAL MEDICINE,9,5107,33302.0
48171,TX,NEUROLOGY,2,754,4821.0
48171,TX,RHEUMATOLOGY,1,459,32639.0
48177,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,2410,30190.0
48177,TX,INTERNAL MEDICINE,1,159,1104.0
48177,TX,PSYCHIATRY,1,0,0.0
48179,TX,INTERNAL MEDICINE,10,1503,10369.0
48179,TX,PULMONARY DISEASE,1,0,0.0
48181,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,2748,22813.0
48181,TX,ENDOCRINOLOGY,1,574,22361.0
48181,TX,HEMATOLOGY/ONCOLOGY,3,2806,641450.0
48181,TX,INTERNAL MEDICINE,42,14720,154231.0
48181,TX,NEUROLOGY,6,2448,56620.0
48181,TX,PSYCHIATRY,7,1019,9948.0
48181,TX,PULMONARY DISEASE,3,3056,22152.0
48183,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,6057,28727.0
48183,TX,ENDOCRINOLOGY,1,374,5149.0
48183,TX,HEMATOLOGY/ONCOLOGY,3,1882,352640.0
48183,TX,INTERNAL MEDICINE,46,13579,299557.0
48183,TX,NEUROLOGY,3,1190,10592.0
48183,TX,PSYCHIATRY,3,259,848.0
48183,TX,PULMONARY DISEASE,3,2344,10468.0
48183,TX,RHEUMATOLOGY,2,1182,147888.0
48185,TX,INTERNAL MEDICINE,1,669,5230.0
48187,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),8,7732,40000.0
48187,TX,ENDOCRINOLOGY,1,340,1513.0
48187,TX,HEMATOLOGY/ONCOLOGY,3,2039,459452.0
48187,TX,INTERNAL MEDICINE,16,3537,21914.0
48187,TX,PSYCHIATRY,1,50,96.0
48187,TX,PULMONARY DISEASE,1,842,2848.0
48189,TX,INTERNAL MEDICINE,4,825,2264.0
48189,TX,PSYCHIATRY,1,36,83.0
48199,TX,INTERNAL MEDICINE,4,1108,5885.0
48201,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),358,215486,1042131.1
48201,TX,ENDOCRINOLOGY,138,25967,307049.0
48201,TX,HEMATOLOGY/ONCOLOGY,186,30797,4370301.0
48201,TX,INTERNAL MEDICINE,1338,198234,2011595.0
48201,TX,NEUROLOGY,315,57812,1471597.0
48201,TX,PSYCHIATRY,376,13780,75176.0
48201,TX,PULMONARY DISEASE,146,46189,288455.0
48201,TX,RHEUMATOLOGY,99,16396,3652869.0
48203,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,83,348.0
48203,TX,INTERNAL MEDICINE,3,866,4384.0
48203,TX,PSYCHIATRY,1,26,55.0
48207,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,3181,9429.0
48207,TX,HEMATOLOGY/ONCOLOGY,1,266,1118.0
48209,TX,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,5166,18578.0
