COUNTY_FIPS,STATEDESC,REQUIRED_SPECIALTY,ESTIMATED_PATIENTS,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES,PATIENTS_PER_PROVIDER,MEDIAN_PATIENTS_PER_PROVIDER,MEAN_PATIENTS_PER_PROVIDER,GAP_RATIO,ACCESS_GAP_LEVEL,GAP_SCORE,UC05_KEY,CLUSTER
1011,Alabama,HEMATOLOGY/ONCOLOGY,453,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01011|HEMATOLOGY/ONCOLOGY,3
1011,Alabama,NEUROLOGY,532,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01011|NEUROLOGY,3
1011,Alabama,PSYCHIATRY,1686,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01011|PSYCHIATRY,3
1011,Alabama,PULMONARY DISEASE,1859,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01011|PULMONARY DISEASE,3
1011,Alabama,RHEUMATOLOGY,2596,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01011|RHEUMATOLOGY,0
1013,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),13634,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01013|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1013,Alabama,ENDOCRINOLOGY,8223,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01013|ENDOCRINOLOGY,0
1013,Alabama,HEMATOLOGY/ONCOLOGY,1042,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01013|HEMATOLOGY/ONCOLOGY,3
1013,Alabama,NEUROLOGY,700,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01013|NEUROLOGY,3
1013,Alabama,PSYCHIATRY,3305,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01013|PSYCHIATRY,0
1013,Alabama,PULMONARY DISEASE,2898,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01013|PULMONARY DISEASE,0
1013,Alabama,RHEUMATOLOGY,4561,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01013|RHEUMATOLOGY,0
1015,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),80660,5,6768,31615.0,16132.0,10823.136363636364,15071.056217261126,1.4905106484845176,HIGH GAP,8.12,01015|CARDIOVASCULAR DISEASE (CARDIOLOGY),2
1015,Alabama,ENDOCRINOLOGY,48249,1,1101,10192.0,48249.0,18070.0,22988.768286620067,2.6701162147205317,CRITICAL GAP,14.54,01015|ENDOCRINOLOGY,1
1015,Alabama,HEMATOLOGY/ONCOLOGY,6912,1,592,166963.0,6912.0,2055.6666666666665,2642.926682217817,3.362412842549052,CRITICAL GAP,18.31,01015|HEMATOLOGY/ONCOLOGY,1
1015,Alabama,NEUROLOGY,3571,2,757,5928.0,1785.5,637.0,906.5174241117586,2.80298273155416,CRITICAL GAP,15.26,01015|NEUROLOGY,1
1015,Alabama,PSYCHIATRY,22843,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01015|PSYCHIATRY,0
1015,Alabama,PULMONARY DISEASE,17350,3,1665,9073.0,5783.333333333333,4251.578947368421,5741.879971570142,1.3602789469340597,HIGH GAP,7.41,01015|PULMONARY DISEASE,1
1015,Alabama,RHEUMATOLOGY,27329,1,833,173980.0,27329.0,10453.0,13315.598760659872,2.6144647469625943,CRITICAL GAP,14.24,01015|RHEUMATOLOGY,1
1017,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),24705,1,596,2094.0,24705.0,10823.136363636364,15071.056217261126,2.282610065138235,CRITICAL GAP,12.43,01017|CARDIOVASCULAR DISEASE (CARDIOLOGY),1
1017,Alabama,ENDOCRINOLOGY,15575,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01017|ENDOCRINOLOGY,0
1017,Alabama,HEMATOLOGY/ONCOLOGY,1996,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01017|HEMATOLOGY/ONCOLOGY,0
1017,Alabama,NEUROLOGY,1254,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01017|NEUROLOGY,3
1017,Alabama,PSYCHIATRY,6284,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01017|PSYCHIATRY,0
1017,Alabama,PULMONARY DISEASE,5327,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01017|PULMONARY DISEASE,0
1017,Alabama,RHEUMATOLOGY,8415,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01017|RHEUMATOLOGY,0
1019,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),19030,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01019|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1019,Alabama,ENDOCRINOLOGY,11128,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01019|ENDOCRINOLOGY,0
1019,Alabama,HEMATOLOGY/ONCOLOGY,1889,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01019|HEMATOLOGY/ONCOLOGY,3
1019,Alabama,NEUROLOGY,866,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01019|NEUROLOGY,3
1019,Alabama,PSYCHIATRY,5438,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01019|PSYCHIATRY,0
1019,Alabama,PULMONARY DISEASE,4113,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01019|PULMONARY DISEASE,0
1019,Alabama,RHEUMATOLOGY,6628,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01019|RHEUMATOLOGY,0
1021,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),31213,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01021|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1021,Alabama,ENDOCRINOLOGY,18675,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01021|ENDOCRINOLOGY,0
1021,Alabama,HEMATOLOGY/ONCOLOGY,2786,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01021|HEMATOLOGY/ONCOLOGY,0
1021,Alabama,NEUROLOGY,1305,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01021|NEUROLOGY,3
1021,Alabama,PSYCHIATRY,8782,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01021|PSYCHIATRY,0
1021,Alabama,PULMONARY DISEASE,6419,1,257,369.0,6419.0,4251.578947368421,5741.879971570142,1.5097920277296362,HIGH GAP,8.22,01021|PULMONARY DISEASE,1
1021,Alabama,RHEUMATOLOGY,10351,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01021|RHEUMATOLOGY,0
1023,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),9612,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01023|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1023,Alabama,ENDOCRINOLOGY,6100,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01023|ENDOCRINOLOGY,0
1023,Alabama,HEMATOLOGY/ONCOLOGY,758,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01023|HEMATOLOGY/ONCOLOGY,3
1023,Alabama,NEUROLOGY,507,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01023|NEUROLOGY,3
1023,Alabama,PSYCHIATRY,2391,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01023|PSYCHIATRY,0
1023,Alabama,PULMONARY DISEASE,2046,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01023|PULMONARY DISEASE,0
1023,Alabama,RHEUMATOLOGY,3355,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01023|RHEUMATOLOGY,0
1025,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),16153,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01025|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1025,Alabama,ENDOCRINOLOGY,10588,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01025|ENDOCRINOLOGY,0
1025,Alabama,HEMATOLOGY/ONCOLOGY,1265,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01025|HEMATOLOGY/ONCOLOGY,3
1025,Alabama,NEUROLOGY,820,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01025|NEUROLOGY,3
1025,Alabama,PSYCHIATRY,4056,1,64,230.0,4056.0,3104.5,4291.15957060345,1.3064905781929457,HIGH GAP,7.11,01025|PSYCHIATRY,1
1025,Alabama,PULMONARY DISEASE,3436,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01025|PULMONARY DISEASE,0
1025,Alabama,RHEUMATOLOGY,5521,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01025|RHEUMATOLOGY,0
1027,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),10342,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01027|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1027,Alabama,ENDOCRINOLOGY,6376,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01027|ENDOCRINOLOGY,0
1027,Alabama,HEMATOLOGY/ONCOLOGY,937,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01027|HEMATOLOGY/ONCOLOGY,3
1027,Alabama,NEUROLOGY,480,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01027|NEUROLOGY,3
1027,Alabama,PSYCHIATRY,2812,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01027|PSYCHIATRY,0
1027,Alabama,PULMONARY DISEASE,2236,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01027|PULMONARY DISEASE,0
1027,Alabama,RHEUMATOLOGY,3548,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01027|RHEUMATOLOGY,0
1029,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),10465,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01029|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1029,Alabama,ENDOCRINOLOGY,6056,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01029|ENDOCRINOLOGY,0
1029,Alabama,HEMATOLOGY/ONCOLOGY,1033,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01029|HEMATOLOGY/ONCOLOGY,3
1029,Alabama,NEUROLOGY,463,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01029|NEUROLOGY,3
1029,Alabama,PSYCHIATRY,3148,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01029|PSYCHIATRY,0
1029,Alabama,PULMONARY DISEASE,2283,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01029|PULMONARY DISEASE,0
1029,Alabama,RHEUMATOLOGY,3629,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01029|RHEUMATOLOGY,0
1031,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),36407,1,1696,8136.0,36407.0,10823.136363636364,15071.056217261126,3.363812371644918,CRITICAL GAP,18.32,01031|CARDIOVASCULAR DISEASE (CARDIOLOGY),1
1031,Alabama,ENDOCRINOLOGY,23081,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01031|ENDOCRINOLOGY,0
1031,Alabama,HEMATOLOGY/ONCOLOGY,3252,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01031|HEMATOLOGY/ONCOLOGY,0
1031,Alabama,NEUROLOGY,1626,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01031|NEUROLOGY,3
1031,Alabama,PSYCHIATRY,10411,1,151,691.0,10411.0,3104.5,4291.15957060345,3.3535190851989047,CRITICAL GAP,18.26,01031|PSYCHIATRY,1
1031,Alabama,PULMONARY DISEASE,7708,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01031|PULMONARY DISEASE,0
1031,Alabama,RHEUMATOLOGY,12269,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01031|RHEUMATOLOGY,0
1033,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),40291,3,3804,13853.0,13430.333333333334,10823.136363636364,15071.056217261126,1.2408910764957786,HIGH GAP,6.76,01033|CARDIOVASCULAR DISEASE (CARDIOLOGY),1
1033,Alabama,ENDOCRINOLOGY,23404,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01033|ENDOCRINOLOGY,0
1033,Alabama,HEMATOLOGY/ONCOLOGY,3740,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01033|HEMATOLOGY/ONCOLOGY,0
1033,Alabama,NEUROLOGY,1767,1,0,0.0,1767.0,637.0,906.5174241117586,2.7739403453689166,CRITICAL GAP,15.1,01033|NEUROLOGY,0
1033,Alabama,PSYCHIATRY,11541,4,150,1023.0,2885.25,3104.5,4291.15957060345,0.9293767112256404,MODERATE GAP,5.06,01033|PSYCHIATRY,1
1033,Alabama,PULMONARY DISEASE,8490,2,632,5711.0,4245.0,4251.578947368421,5741.879971570142,0.9984525872740778,MODERATE GAP,5.44,01033|PULMONARY DISEASE,1
1033,Alabama,RHEUMATOLOGY,13928,5,3381,600153.5,2785.6,10453.0,13315.598760659872,0.2664880895436716,LOW GAP,1.45,01033|RHEUMATOLOGY,1
1035,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),8934,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01035|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1035,Alabama,ENDOCRINOLOGY,5875,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01035|ENDOCRINOLOGY,0
1035,Alabama,HEMATOLOGY/ONCOLOGY,676,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01035|HEMATOLOGY/ONCOLOGY,3
1035,Alabama,NEUROLOGY,511,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01035|NEUROLOGY,3
1035,Alabama,PSYCHIATRY,2063,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01035|PSYCHIATRY,0
1035,Alabama,PULMONARY DISEASE,1984,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01035|PULMONARY DISEASE,0
1035,Alabama,RHEUMATOLOGY,3051,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01035|RHEUMATOLOGY,0
1037,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),8052,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01037|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1037,Alabama,ENDOCRINOLOGY,4973,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01037|ENDOCRINOLOGY,0
1037,Alabama,HEMATOLOGY/ONCOLOGY,705,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01037|HEMATOLOGY/ONCOLOGY,3
1037,Alabama,NEUROLOGY,404,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01037|NEUROLOGY,3
1037,Alabama,PSYCHIATRY,2000,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01037|PSYCHIATRY,0
1037,Alabama,PULMONARY DISEASE,1691,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01037|PULMONARY DISEASE,3
1037,Alabama,RHEUMATOLOGY,2774,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01037|RHEUMATOLOGY,0
1039,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),27006,3,4853,35070.0,9002.0,10823.136363636364,15071.056217261126,0.8317367256172593,MODERATE GAP,4.53,01039|CARDIOVASCULAR DISEASE (CARDIOLOGY),1
1039,Alabama,ENDOCRINOLOGY,15509,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01039|ENDOCRINOLOGY,0
1039,Alabama,HEMATOLOGY/ONCOLOGY,2523,1,282,729.0,2523.0,2055.6666666666665,2642.926682217817,1.227339062753365,HIGH GAP,6.68,01039|HEMATOLOGY/ONCOLOGY,1
1039,Alabama,NEUROLOGY,1269,1,17,40.0,1269.0,637.0,906.5174241117586,1.9921507064364208,HIGH GAP,10.85,01039|NEUROLOGY,1
1039,Alabama,PSYCHIATRY,7423,0,0,0.0,0.0,3104.5,4291.15957060345,0.0,NO PROVIDER,100.0,01039|PSYCHIATRY,0
1039,Alabama,PULMONARY DISEASE,5800,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01039|PULMONARY DISEASE,0
1039,Alabama,RHEUMATOLOGY,9090,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01039|RHEUMATOLOGY,0
1041,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),9085,0,0,0.0,0.0,10823.136363636364,15071.056217261126,0.0,NO PROVIDER,100.0,01041|CARDIOVASCULAR DISEASE (CARDIOLOGY),0
1041,Alabama,ENDOCRINOLOGY,5577,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01041|ENDOCRINOLOGY,0
1041,Alabama,HEMATOLOGY/ONCOLOGY,780,0,0,0.0,0.0,2055.6666666666665,2642.926682217817,0.0,NO PROVIDER,100.0,01041|HEMATOLOGY/ONCOLOGY,3
1041,Alabama,NEUROLOGY,433,0,0,0.0,0.0,637.0,906.5174241117586,0.0,NO PROVIDER,100.0,01041|NEUROLOGY,3
1041,Alabama,PSYCHIATRY,2456,1,86,1312.0,2456.0,3104.5,4291.15957060345,0.7911096794975037,MODERATE GAP,4.31,01041|PSYCHIATRY,1
1041,Alabama,PULMONARY DISEASE,1973,0,0,0.0,0.0,4251.578947368421,5741.879971570142,0.0,NO PROVIDER,100.0,01041|PULMONARY DISEASE,0
1041,Alabama,RHEUMATOLOGY,3085,0,0,0.0,0.0,10453.0,13315.598760659872,0.0,NO PROVIDER,100.0,01041|RHEUMATOLOGY,0
1043,Alabama,CARDIOVASCULAR DISEASE (CARDIOLOGY),60896,7,5318,17977.0,8699.42857142857,10823.136363636364,15071.056217261126,0.8037807414731427,MODERATE GAP,4.38,01043|CARDIOVASCULAR DISEASE (CARDIOLOGY),2
1043,Alabama,ENDOCRINOLOGY,34644,0,0,0.0,0.0,18070.0,22988.768286620067,0.0,NO PROVIDER,100.0,01043|ENDOCRINOLOGY,0
1043,Alabama,HEMATOLOGY/ONCOLOGY,6072,1,0,0.0,6072.0,2055.6666666666665,2642.926682217817,2.9537862818226044,CRITICAL GAP,16.08,01043|HEMATOLOGY/ONCOLOGY,0
1043,Alabama,NEUROLOGY,2607,3,1143,218914.0,869.0,637.0,906.5174241117586,1.3642072213500784,HIGH GAP,7.43,01043|NEUROLOGY,1
