COUNTY_FIPS,PRIMARY SPECIALTY,avg_distance_to_provider,min_distance_to_provider,provider_count_in_county
18035,PULMONARY DISEASE,2.350022746097363,2.350022746097363,2
18035,RHEUMATOLOGY,2.3504423976996613,2.3504423976996613,1
18037,HEMATOLOGY/ONCOLOGY,5.847817801168836,5.847817801168836,1
18037,NEUROLOGY,5.849117369755819,5.8491173697558185,3
18037,PULMONARY DISEASE,5.8491173697558185,5.8491173697558185,1
18039,CARDIOVASCULAR DISEASE (CARDIOLOGY),7.283521476729384,4.916311305260958,9
18039,ENDOCRINOLOGY,4.916311305260958,4.916311305260958,1
18039,HEMATOLOGY/ONCOLOGY,7.285597686306541,4.916311305260958,6
18039,NEUROLOGY,7.581758483937238,4.916311305260958,4
18039,PSYCHIATRY,5.040567905582442,4.809202248225961,11
18039,PULMONARY DISEASE,7.581758483937238,4.916311305260958,4
18039,RHEUMATOLOGY,6.693276091045145,4.916311305260958,2
18041,PSYCHIATRY,0.0,0.0,1
18043,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.9142808580925226,2.9139887048282906,3
18043,ENDOCRINOLOGY,2.9144269347246383,2.9144269347246383,1
18043,HEMATOLOGY/ONCOLOGY,2.9144269347246383,2.9144269347246383,4
18043,NEUROLOGY,2.9144269347246383,2.9144269347246383,3
18043,PSYCHIATRY,2.9144269347246383,2.9144269347246383,1
18043,PULMONARY DISEASE,2.9144269347246383,2.9144269347246383,1
18047,PSYCHIATRY,0.0,0.0,1
18051,NEUROLOGY,5.971383309171483,5.971383309171483,2
18051,PULMONARY DISEASE,5.970972497047259,5.970972497047259,1
18053,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18053,HEMATOLOGY/ONCOLOGY,0.0,0.0,2
18053,PSYCHIATRY,0.0,0.0,1
18053,PULMONARY DISEASE,0.0,0.0,2
18055,PULMONARY DISEASE,0.0,0.0,1
18057,CARDIOVASCULAR DISEASE (CARDIOLOGY),5.77602161671402,3.3782508466292467,26
18057,ENDOCRINOLOGY,6.010779484275036,5.154199415180553,6
18057,HEMATOLOGY/ONCOLOGY,7.181287409758596,5.7044734437054725,5
18057,NEUROLOGY,5.169276759909963,2.3906288930873325,19
18057,PSYCHIATRY,5.269130497002169,3.3782508466292467,7
18057,PULMONARY DISEASE,6.31157584380798,5.779221095462032,11
18057,RHEUMATOLOGY,4.998488634751333,4.998488634751333,3
18059,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18059,ENDOCRINOLOGY,0.0,0.0,1
18059,NEUROLOGY,0.0,0.0,1
18059,PSYCHIATRY,0.0,0.0,3
18059,PULMONARY DISEASE,0.0,0.0,1
18061,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
18061,PSYCHIATRY,0.0,0.0,2
18063,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.6695224336661756,2.3883437663923837,8
18063,ENDOCRINOLOGY,3.2881155016685177,2.3883437663923837,5
18063,HEMATOLOGY/ONCOLOGY,4.637773104582719,4.637773104582719,2
18063,NEUROLOGY,4.2287859521844755,2.3883437663923837,11
18063,PSYCHIATRY,3.28201456825455,2.3883437663923837,8
18063,PULMONARY DISEASE,4.637773104582719,4.637773104582719,3
18063,RHEUMATOLOGY,3.382284168336131,2.3883437663923837,4
18065,PSYCHIATRY,0.0,0.0,1
18065,PULMONARY DISEASE,0.0,0.0,1
18067,ENDOCRINOLOGY,2.3241764434008765,2.3241764434008765,2
18067,HEMATOLOGY/ONCOLOGY,2.324123322546505,2.323963959983392,4
18067,NEUROLOGY,2.3241764434008765,2.3241764434008765,5
18067,PSYCHIATRY,2.324060543354976,2.323963959983392,11
18067,PULMONARY DISEASE,2.3241764434008765,2.3241764434008765,3
18069,PULMONARY DISEASE,0.0,0.0,1
18071,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,3
18071,ENDOCRINOLOGY,0.0,0.0,1
18071,PSYCHIATRY,0.0,0.0,2
18071,PULMONARY DISEASE,0.0,0.0,1
18073,CARDIOVASCULAR DISEASE (CARDIOLOGY),8.538272606281314,8.538272606281314,1
18073,PSYCHIATRY,8.5402733923907,8.5402733923907,1
18073,PULMONARY DISEASE,8.5402733923907,8.5402733923907,1
18077,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
18077,NEUROLOGY,0.0,0.0,2
18077,PSYCHIATRY,0.0,0.0,1
18079,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18081,CARDIOVASCULAR DISEASE (CARDIOLOGY),5.779013604228513,5.779013604228513,2
18081,ENDOCRINOLOGY,5.779013604228513,5.779013604228513,1
18081,NEUROLOGY,3.7302388273851306,2.705851438963439,3
18081,PSYCHIATRY,2.844896684137257,2.705851438963439,3
18081,RHEUMATOLOGY,2.705851438963439,2.705851438963439,3
18083,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
18083,NEUROLOGY,0.0,0.0,2
18085,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,3
18085,NEUROLOGY,0.0,0.0,1
18085,PULMONARY DISEASE,0.0,0.0,2
18089,NEUROLOGY,7.364718458085655,4.973797515217691,19
18089,PSYCHIATRY,6.23300029367054,1.5828598883438094,38
18089,PULMONARY DISEASE,6.201138196861905,2.846662410243203,21
18089,RHEUMATOLOGY,6.457100764100648,5.185402359814945,8
18091,CARDIOVASCULAR DISEASE (CARDIOLOGY),5.613006961936203,5.611276766407327,3
18091,ENDOCRINOLOGY,5.611276766407327,5.611276766407327,1
18091,HEMATOLOGY/ONCOLOGY,5.611276766407326,5.611276766407327,3
18091,NEUROLOGY,5.613006961936203,5.611276766407327,3
18091,PSYCHIATRY,5.611276766407327,5.611276766407327,1
18091,PULMONARY DISEASE,5.61179582506599,5.611276766407327,5
18091,RHEUMATOLOGY,5.611276766407327,5.611276766407327,1
18093,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18093,PSYCHIATRY,0.0,0.0,2
18095,CARDIOVASCULAR DISEASE (CARDIOLOGY),3.2224207548655492,1.4096530289591045,7
18095,ENDOCRINOLOGY,2.256233226237713,1.4096530289591045,2
18095,HEMATOLOGY/ONCOLOGY,1.4096530289591045,1.4096530289591045,1
18095,NEUROLOGY,2.932377918720518,1.4096530289591045,5
18095,PSYCHIATRY,1.4096530289591045,1.4096530289591045,2
18095,PULMONARY DISEASE,3.3130591411608714,1.4096530289591045,4
18095,RHEUMATOLOGY,2.6785904370936158,1.4096530289591045,2
18097,PSYCHIATRY,4.7717595014088,0.36793053853640034,110
18099,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18099,PSYCHIATRY,0.0,0.0,2
18103,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18103,PSYCHIATRY,0.0,0.0,2
18105,CARDIOVASCULAR DISEASE (CARDIOLOGY),6.761459370220276,6.761459370220276,3
18105,HEMATOLOGY/ONCOLOGY,5.626991596581286,5.626991596581286,2
18105,NEUROLOGY,5.237798842634495,1.8012850335161412,4
18105,PSYCHIATRY,5.279537532323486,1.8012850335161412,10
18105,PULMONARY DISEASE,5.626991596581286,5.626991596581286,1
18105,RHEUMATOLOGY,6.761459370220276,6.761459370220276,1
18107,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18107,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
18107,PSYCHIATRY,0.0,0.0,2
18109,ENDOCRINOLOGY,0.0,0.0,1
18113,ENDOCRINOLOGY,0.0,0.0,1
18113,PSYCHIATRY,0.0,0.0,1
18121,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18123,PULMONARY DISEASE,0.0,0.0,1
18127,CARDIOVASCULAR DISEASE (CARDIOLOGY),5.919698651706041,3.943057872118769,8
18127,HEMATOLOGY/ONCOLOGY,3.9430578721187692,3.943057872118769,3
18127,NEUROLOGY,4.903865635496246,3.943057872118769,12
18127,PSYCHIATRY,3.943057872118769,3.943057872118769,7
18127,PULMONARY DISEASE,7.529549228574643,6.7959688231373026,2
18127,RHEUMATOLOGY,6.334052109756018,3.943057872118769,3
18131,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18133,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18137,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18137,PSYCHIATRY,0.0,0.0,1
18141,CARDIOVASCULAR DISEASE (CARDIOLOGY),3.297019902159023,1.6485636091856526,10
18141,HEMATOLOGY/ONCOLOGY,2.9807478817844055,2.9807478817844055,1
18141,NEUROLOGY,4.277006561986277,2.9807478817844055,12
18141,PSYCHIATRY,2.6448555948457155,1.6485636091856526,12
18141,PULMONARY DISEASE,3.4374154168241446,2.9807478817844055,6
18141,RHEUMATOLOGY,3.4015299797979153,1.6485636091856526,4
18143,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18143,NEUROLOGY,0.0,0.0,1
18145,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18145,ENDOCRINOLOGY,0.0,0.0,1
18145,PSYCHIATRY,0.0,0.0,3
18145,PULMONARY DISEASE,0.0,0.0,1
18149,PULMONARY DISEASE,0.0,0.0,1
18151,PSYCHIATRY,0.0,0.0,3
18153,PSYCHIATRY,0.0,0.0,1
18155,PSYCHIATRY,0.0,0.0,1
18157,CARDIOVASCULAR DISEASE (CARDIOLOGY),5.1838557631437965,5.109053269517514,8
18157,ENDOCRINOLOGY,5.109053269517514,5.109053269517514,1
18157,HEMATOLOGY/ONCOLOGY,5.109053269517514,5.109053269517514,4
18157,NEUROLOGY,5.109053269517514,5.109053269517514,3
18157,PSYCHIATRY,2.1968444592263614,0.9496030204888048,9
18157,PULMONARY DISEASE,4.482464370293456,3.8558754710693965,2
18157,RHEUMATOLOGY,5.109053269517514,5.109053269517514,1
18163,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.285956255674046,2.285956255674046,1
18163,ENDOCRINOLOGY,1.1251314643907058,0.5447190687490354,6
18163,NEUROLOGY,3.1433290123943354,2.285956255674046,7
18163,PSYCHIATRY,3.50873500776565,1.2900237976946165,19
18163,PULMONARY DISEASE,3.2969204343176,1.3819517017293261,9
18163,RHEUMATOLOGY,1.7055438600323758,0.5447190687490354,3
18167,ENDOCRINOLOGY,4.6840717412644,2.0729275525937436,4
18167,HEMATOLOGY/ONCOLOGY,4.867240582523094,4.1800280275582375,3
18167,NEUROLOGY,3.653252908817114,2.0729275525937436,8
18167,PSYCHIATRY,5.3004246802216475,2.0729275525937436,11
18167,PULMONARY DISEASE,4.16487375753493,2.0729275525937436,3
18167,RHEUMATOLOGY,4.867240582523094,4.1800280275582375,3
18169,PSYCHIATRY,0.0,0.0,3
18173,NEUROLOGY,0.0,0.0,3
18173,PULMONARY DISEASE,0.0,0.0,1
18175,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,2
18177,ENDOCRINOLOGY,0.0,0.0,1
18177,NEUROLOGY,0.0,0.0,6
18177,PSYCHIATRY,0.0,0.0,9
18177,PULMONARY DISEASE,0.0,0.0,1
18179,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
18179,PULMONARY DISEASE,0.0,0.0,1
19013,CARDIOVASCULAR DISEASE (CARDIOLOGY),4.459856579727863,4.119863247879729,3
19013,ENDOCRINOLOGY,4.011316661854768,4.011316661854768,1
19013,HEMATOLOGY/ONCOLOGY,4.047498857196422,4.011316661854768,3
19013,NEUROLOGY,4.506145928892499,4.011316661854768,5
19013,PSYCHIATRY,4.525984221391628,4.011316661854768,7
19013,PULMONARY DISEASE,4.047498857196422,4.011316661854768,3
19019,NEUROLOGY,0.0,0.0,1
19021,NEUROLOGY,0.0,0.0,1
19027,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
19027,PSYCHIATRY,0.0,0.0,1
19029,NEUROLOGY,0.0,0.0,1
19029,PSYCHIATRY,0.0,0.0,1
19033,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
19033,NEUROLOGY,0.0,0.0,2
19039,PSYCHIATRY,0.0,0.0,1
19045,CARDIOVASCULAR DISEASE (CARDIOLOGY),8.010259530409666,8.009638524550263,2
19045,ENDOCRINOLOGY,8.009638524550263,8.009638524550263,1
19045,NEUROLOGY,8.009638524550263,8.009638524550263,3
19045,PULMONARY DISEASE,8.009638524550263,8.009638524550263,1
19047,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
19049,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,4
19049,NEUROLOGY,0.0,0.0,2
19057,HEMATOLOGY/ONCOLOGY,0.0,0.0,2
19057,NEUROLOGY,0.0,0.0,2
19057,PULMONARY DISEASE,0.0,0.0,1
19057,RHEUMATOLOGY,0.0,0.0,1
19061,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.151572177119844,2.151572177119844,5
19061,ENDOCRINOLOGY,2.151572177119844,2.151572177119844,2
19061,HEMATOLOGY/ONCOLOGY,2.151572177119844,2.151572177119844,2
19061,NEUROLOGY,2.151417830971223,2.1512634848226013,2
19061,PSYCHIATRY,2.151572177119844,2.151572177119844,5
19061,PULMONARY DISEASE,2.151572177119844,2.151572177119844,2
19061,RHEUMATOLOGY,2.1512634848226013,2.1512634848226013,2
19065,PSYCHIATRY,0.0,0.0,1
19091,PSYCHIATRY,0.0,0.0,1
19113,CARDIOVASCULAR DISEASE (CARDIOLOGY),4.101731058207898,1.6710104960281706,13
19113,ENDOCRINOLOGY,4.484132372051303,3.149288457536819,3
19113,HEMATOLOGY/ONCOLOGY,5.151554329308545,5.151554329308545,3
19113,NEUROLOGY,5.151554329308545,5.151554329308545,5
19113,PSYCHIATRY,2.4404858677459216,1.6710104960281706,25
19113,PULMONARY DISEASE,3.2179188663750034,1.6710104960281706,9
19113,RHEUMATOLOGY,5.151554329308545,5.151554329308545,4
19121,PSYCHIATRY,0.0,0.0,1
19123,CARDIOVASCULAR DISEASE (CARDIOLOGY),6.240328092856811,6.240328092856811,1
19123,HEMATOLOGY/ONCOLOGY,6.240387704294163,6.240387704294163,1
19125,HEMATOLOGY/ONCOLOGY,5.827844408431326,5.827844408431326,1
19125,PSYCHIATRY,5.824963646224671,5.824963646224671,1
19127,PSYCHIATRY,0.0,0.0,1
19129,PSYCHIATRY,0.0,0.0,1
19139,ENDOCRINOLOGY,0.0,0.0,1
19139,PSYCHIATRY,0.0,0.0,1
19149,PSYCHIATRY,0.0,0.0,1
19153,CARDIOVASCULAR DISEASE (CARDIOLOGY),4.578743622706994,3.2849380462153146,22
19153,ENDOCRINOLOGY,3.4606298599880962,3.2849380462153146,6
19153,HEMATOLOGY/ONCOLOGY,3.9174285757973295,3.2849380462153146,10
19153,NEUROLOGY,3.8227450687787567,2.3915762966237493,24
19153,PSYCHIATRY,3.8139948936191814,1.36407045720646,48
19153,PULMONARY DISEASE,3.2849380462153146,3.2849380462153146,11
19153,RHEUMATOLOGY,2.7763886165248395,2.7763886165248395,10
19155,CARDIOVASCULAR DISEASE (CARDIOLOGY),1.9457776673873826,1.9457776673873826,3
19155,HEMATOLOGY/ONCOLOGY,1.9457776673873826,1.9457776673873826,1
19155,NEUROLOGY,1.9457776673873826,1.9457776673873826,1
19155,PSYCHIATRY,1.9456909807218539,1.9455176073907963,3
19155,RHEUMATOLOGY,1.9455176073907963,1.9455176073907963,2
19163,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.0827079200552707,2.0827079200552707,1
19163,ENDOCRINOLOGY,3.5068809720816683,3.506880972081668,5
19163,HEMATOLOGY/ONCOLOGY,2.91457779659856,2.0827079200552707,5
19163,NEUROLOGY,2.6001500330997844,2.0827079200552707,7
19163,PSYCHIATRY,3.2499245461594777,2.0827079200552707,10
19163,PULMONARY DISEASE,2.853071757604585,2.0827079200552707,6
19165,PSYCHIATRY,0.0,0.0,1
19167,CARDIOVASCULAR DISEASE (CARDIOLOGY),3.9327441102542204,1.8971526666131715,2
19167,HEMATOLOGY/ONCOLOGY,16.70867765029683,16.70867765029683,1
19167,NEUROLOGY,16.70867765029683,16.70867765029683,1
19167,PULMONARY DISEASE,17.912354492768806,17.912354492768806,1
19169,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,3
19169,ENDOCRINOLOGY,0.0,0.0,1
19169,HEMATOLOGY/ONCOLOGY,0.0,0.0,4
19169,NEUROLOGY,0.0,0.0,3
19169,PSYCHIATRY,0.0,0.0,6
19169,PULMONARY DISEASE,0.0,0.0,2
19169,RHEUMATOLOGY,0.0,0.0,2
19175,PSYCHIATRY,0.0,0.0,1
19179,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,2
19179,PSYCHIATRY,0.0,0.0,3
19183,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
19183,NEUROLOGY,0.0,0.0,1
19183,PULMONARY DISEASE,0.0,0.0,1
19187,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
19187,NEUROLOGY,0.0,0.0,1
19191,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
19191,PSYCHIATRY,0.0,0.0,2
19193,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.5014742609422482,0.368213568837842,5
19193,ENDOCRINOLOGY,0.368213568837842,0.368213568837842,1
19193,HEMATOLOGY/ONCOLOGY,0.368213568837842,0.368213568837842,3
19193,NEUROLOGY,2.5007912938411123,2.5007912938411123,1
19193,PSYCHIATRY,2.575573421769085,0.368213568837842,5
19193,PULMONARY DISEASE,2.5007912938411123,2.5007912938411123,4
19197,PSYCHIATRY,0.0,0.0,1
20009,CARDIOVASCULAR DISEASE (CARDIOLOGY),5.245463494452948,5.245463494452948,1
20009,PSYCHIATRY,5.245594028223495,5.245594028223495,1
20011,NEUROLOGY,0.0,0.0,1
20015,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
20035,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
20035,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
20037,RHEUMATOLOGY,0.0,0.0,1
20045,CARDIOVASCULAR DISEASE (CARDIOLOGY),6.183861930092517,6.183861930092517,7
20045,ENDOCRINOLOGY,6.183861930092517,6.183861930092517,1
20045,HEMATOLOGY/ONCOLOGY,6.183861930092517,6.183861930092517,5
20045,NEUROLOGY,6.183861930092516,6.183861930092517,3
20045,PSYCHIATRY,5.520289418727069,4.039620768823453,10
20045,RHEUMATOLOGY,4.039620768823453,4.039620768823453,1
20051,PSYCHIATRY,0.0,0.0,3
20051,PULMONARY DISEASE,0.0,0.0,1
20055,PSYCHIATRY,0.0,0.0,1
20057,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,2
20059,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
20059,NEUROLOGY,0.0,0.0,1
20059,PSYCHIATRY,0.0,0.0,1
20061,PSYCHIATRY,0.0,0.0,1
20079,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
20079,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
20079,NEUROLOGY,0.0,0.0,2
20079,PSYCHIATRY,0.0,0.0,2
20087,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
20091,PSYCHIATRY,4.192174619838574,0.09129098606618483,49
20099,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
20103,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.644293655139639,2.644293655139639,2
20103,ENDOCRINOLOGY,2.644293655139639,2.644293655139639,2
20103,NEUROLOGY,2.6445098642692844,2.6445098642692844,4
20103,PSYCHIATRY,2.644293655139639,2.644293655139639,2
20103,PULMONARY DISEASE,2.644293655139639,2.644293655139639,3
20155,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.4787697888542035,2.4787697888542035,3
20155,ENDOCRINOLOGY,2.4787697888542035,2.4787697888542035,1
20155,HEMATOLOGY/ONCOLOGY,2.4787697888542035,2.4787697888542035,2
20155,NEUROLOGY,2.4787697888542035,2.4787697888542035,3
20155,PSYCHIATRY,2.47877931044168,2.4787697888542035,6
20155,PULMONARY DISEASE,2.4787697888542035,2.4787697888542035,3
20161,NEUROLOGY,3.847761390945003,3.847761390945003,3
20161,PSYCHIATRY,3.847407691379173,3.846700292247514,3
20169,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,3
20169,ENDOCRINOLOGY,0.0,0.0,1
20169,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
20169,NEUROLOGY,0.0,0.0,2
20169,PSYCHIATRY,0.0,0.0,5
20169,PULMONARY DISEASE,0.0,0.0,1
20169,RHEUMATOLOGY,0.0,0.0,1
20173,CARDIOVASCULAR DISEASE (CARDIOLOGY),6.748251581230131,1.57252159222106,24
20173,ENDOCRINOLOGY,7.513526605510627,7.513526605510627,3
20173,HEMATOLOGY/ONCOLOGY,1.45582254226351,1.33912349230596,8
20173,NEUROLOGY,2.979208782915513,1.33912349230596,15
20173,PSYCHIATRY,2.46066200128611,1.33912349230596,31
20173,PULMONARY DISEASE,5.32543726715942,1.57252159222106,11
20173,RHEUMATOLOGY,4.002584082107553,1.57252159222106,10
20177,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.568058723019505,2.568058723019505,6
20177,HEMATOLOGY/ONCOLOGY,2.568058723019505,2.568058723019505,4
20177,NEUROLOGY,3.0475692066107594,2.568058723019505,7
20177,PSYCHIATRY,3.1662106802037595,2.568058723019505,9
20177,RHEUMATOLOGY,2.568058723019505,2.568058723019505,1
20191,PSYCHIATRY,0.0,0.0,2
20209,CARDIOVASCULAR DISEASE (CARDIOLOGY),3.3741328849803547,0.29153264353418556,6
20209,ENDOCRINOLOGY,3.9590528817114903,3.9590528817114903,4
20209,HEMATOLOGY/ONCOLOGY,3.9590528817114903,3.9590528817114903,4
22001,CARDIOVASCULAR DISEASE (CARDIOLOGY),12.997691076750561,12.997691076750561,1
22001,PSYCHIATRY,7.179040944674672,7.048694723590271,4
22001,PULMONARY DISEASE,7.048694723590271,7.048694723590271,2
22003,CARDIOVASCULAR DISEASE (CARDIOLOGY),12.723186502363252,12.721048004181501,2
22005,PSYCHIATRY,3.4489975110075566,3.4487387287874283,8
22005,PULMONARY DISEASE,3.4490344798961465,3.4490344798961465,3
22005,RHEUMATOLOGY,3.4490344798961465,3.4490344798961465,1
22007,PSYCHIATRY,0.0,0.0,2
22007,PULMONARY DISEASE,0.0,0.0,1
22009,PSYCHIATRY,0.0,0.0,1
22011,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
22015,ENDOCRINOLOGY,4.932438371387544,4.932438371387544,3
22015,HEMATOLOGY/ONCOLOGY,4.93304797159481,4.93304797159481,1
22015,NEUROLOGY,4.932438371387544,4.932438371387544,1
22015,PULMONARY DISEASE,4.932438371387544,4.932438371387544,1
22017,ENDOCRINOLOGY,1.703555755444489,0.3760165390539012,5
22017,PSYCHIATRY,2.3205043413338613,0.3760165390539012,31
22019,CARDIOVASCULAR DISEASE (CARDIOLOGY),3.4223780371599433,2.8637232881007364,7
22019,HEMATOLOGY/ONCOLOGY,4.470619531344996,4.470619531344996,1
22019,NEUROLOGY,2.8637232881007364,2.8637232881007364,2
22019,PSYCHIATRY,3.858335715816617,2.8637232881007364,8
22019,PULMONARY DISEASE,4.558212644307656,2.8637232881007364,5
22019,RHEUMATOLOGY,3.667171409722866,2.8637232881007364,2
22029,PSYCHIATRY,0.0,0.0,1
22029,PULMONARY DISEASE,0.0,0.0,1
22031,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
22031,NEUROLOGY,0.0,0.0,1
22033,CARDIOVASCULAR DISEASE (CARDIOLOGY),3.5972053882402983,1.3233548220296112,33
22033,ENDOCRINOLOGY,3.257479485866085,3.235567306402443,7
22033,NEUROLOGY,4.944850732687303,3.235567306402443,21
22033,PSYCHIATRY,3.0558022420172897,1.3233548220296112,48
22033,PULMONARY DISEASE,3.3211284180781635,2.940090131511058,11
22039,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
22041,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
22045,CARDIOVASCULAR DISEASE (CARDIOLOGY),3.0704700018138,3.070323076576433,2
22045,PSYCHIATRY,3.0706169270511676,3.0706169270511676,1
22045,PULMONARY DISEASE,3.0706169270511676,3.0706169270511676,1
22051,RHEUMATOLOGY,3.774391940268766,2.3092456999273687,9
22053,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,2
22055,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.324760258997979,0.8136980565297728,18
22055,ENDOCRINOLOGY,3.17674263927854,2.830850650665334,7
22055,NEUROLOGY,2.4540322751550017,0.8136980565297728,19
22055,PSYCHIATRY,3.5252757904660306,0.8136980565297728,16
22055,RHEUMATOLOGY,2.02404468028859,0.8136980565297728,4
22057,ENDOCRINOLOGY,11.939978200694368,11.939978200694368,1
22057,NEUROLOGY,9.691176563425666,2.9447716516195594,4
22057,PSYCHIATRY,4.4439727431320275,2.9447716516195594,6
22057,PULMONARY DISEASE,7.7609368826196405,2.9447716516195594,5
22059,PSYCHIATRY,0.0,0.0,1
22061,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,3
22061,ENDOCRINOLOGY,0.0,0.0,1
22061,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
22061,NEUROLOGY,0.0,0.0,1
22061,PSYCHIATRY,0.0,0.0,2
22061,PULMONARY DISEASE,0.0,0.0,1
22061,RHEUMATOLOGY,0.0,0.0,1
22063,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.7019409550249067,2.7019409550249067,4
22063,PSYCHIATRY,2.7020774417122935,2.7020774417122935,1
22069,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,2
22069,HEMATOLOGY/ONCOLOGY,0.0,0.0,1
22069,PSYCHIATRY,0.0,0.0,2
22069,PULMONARY DISEASE,0.0,0.0,1
22071,ENDOCRINOLOGY,0.8666108245397254,0.1995478968183262,10
22071,NEUROLOGY,1.2270964852984945,0.1995478968183262,39
22071,PSYCHIATRY,1.2749875419254788,0.1995478968183262,52
22071,RHEUMATOLOGY,0.8158176432172527,0.1995478968183262,7
22073,CARDIOVASCULAR DISEASE (CARDIOLOGY),3.01437103351607,2.92429582694731,9
22073,ENDOCRINOLOGY,2.92429582694731,2.92429582694731,2
22073,HEMATOLOGY/ONCOLOGY,3.025630434337165,3.025630434337165,3
22073,NEUROLOGY,3.025630434337165,3.025630434337165,1
22073,PSYCHIATRY,4.469884932900895,2.92429582694731,7
22073,PULMONARY DISEASE,3.0111540618529,2.92429582694731,7
22073,RHEUMATOLOGY,1.8593471596479325,1.8593471596479325,1
22079,CARDIOVASCULAR DISEASE (CARDIOLOGY),2.67956518581315,2.67956518581315,3
22079,HEMATOLOGY/ONCOLOGY,2.67956518581315,2.67956518581315,5
22079,NEUROLOGY,2.6796350520299628,2.67956518581315,4
22079,PSYCHIATRY,2.679662998516688,2.67956518581315,10
22079,PULMONARY DISEASE,2.67956518581315,2.67956518581315,1
22079,RHEUMATOLOGY,2.6796583407689005,2.67956518581315,3
22087,NEUROLOGY,0.0,0.0,1
22089,PSYCHIATRY,0.0,0.0,3
22089,RHEUMATOLOGY,0.0,0.0,1
22091,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
22095,ENDOCRINOLOGY,0.0,0.0,1
22095,PSYCHIATRY,0.0,0.0,1
22097,CARDIOVASCULAR DISEASE (CARDIOLOGY),0.0,0.0,1
22097,HEMATOLOGY/ONCOLOGY,0.0,0.0,3
22097,NEUROLOGY,0.0,0.0,1
